Class,Age,Sex,Survived,id,Port,AgeInNumbers,clusterID,nodeWidth,nodeHeight,YOffset,XOffset
Second,Adult,Female,Yes,532,Cherbourg,44,48,4.238095238,4.238095238,14.83333333,-10.5952381
Second,Adult,Female,Yes,533,Queenstown,21,115,4.238095238,4.238095238,2.119047619,31.78571429
Second,Adult,Female,Yes,534,Belfast,53,35,4.238095238,4.238095238,-10.5952381,-14.83333333
Second,Adult,Female,Yes,535,Southhampton,28,109,4.238095238,4.238095238,6.357142857,27.54761905
Second,Adult,Female,Yes,536,Southhampton,26,112,4.238095238,4.238095238,-10.5952381,31.78571429
Second,Adult,Female,Yes,537,Belfast,53,34,4.238095238,4.238095238,14.83333333,-19.07142857
Second,Adult,Female,Yes,538,Cherbourg,71,44,4.238095238,4.238095238,-2.119047619,-10.5952381
Second,Adult,Female,Yes,539,Belfast,64,32,4.238095238,4.238095238,6.357142857,-19.07142857
Second,Adult,Female,Yes,540,Southhampton,43,92,4.238095238,4.238095238,-6.357142857,19.07142857
Second,Adult,Female,Yes,541,Belfast,51,29,4.238095238,4.238095238,-6.357142857,-19.07142857
Second,Adult,Female,Yes,542,Belfast,49,28,4.238095238,4.238095238,-10.5952381,-19.07142857
Second,Adult,Female,Yes,543,Belfast,61,27,4.238095238,4.238095238,14.83333333,-23.30952381
Second,Adult,Female,Yes,544,Cherbourg,67,53,4.238095238,4.238095238,6.357142857,-6.357142857
Second,Adult,Female,Yes,545,Cherbourg,64,54,4.238095238,4.238095238,10.5952381,-6.357142857
Second,Adult,Female,Yes,546,Cherbourg,49,55,4.238095238,4.238095238,14.83333333,-6.357142857
Second,Adult,Female,Yes,547,Cherbourg,54,56,4.238095238,4.238095238,-10.5952381,-2.119047619
Second,Adult,Female,Yes,548,Cherbourg,65,57,4.238095238,4.238095238,-6.357142857,-2.119047619
Second,Adult,Female,Yes,549,Cherbourg,50,58,4.238095238,4.238095238,-2.119047619,-2.119047619
Second,Adult,Female,Yes,550,Belfast,60,26,4.238095238,4.238095238,10.5952381,-23.30952381
Second,Adult,Female,Yes,551,Cherbourg,64,60,4.238095238,4.238095238,6.357142857,-2.119047619
Second,Adult,Female,Yes,552,Belfast,34,25,4.238095238,4.238095238,6.357142857,-23.30952381
Second,Adult,Female,Yes,553,Cherbourg,56,62,4.238095238,4.238095238,14.83333333,-2.119047619
Second,Adult,Female,Yes,554,Belfast,57,24,4.238095238,4.238095238,2.119047619,-23.30952381
Second,Adult,Female,Yes,555,Cherbourg,56,43,4.238095238,4.238095238,-6.357142857,-10.5952381
Second,Adult,Female,Yes,556,Southhampton,54,97,4.238095238,4.238095238,14.83333333,19.07142857
Second,Adult,Female,Yes,557,Belfast,48,22,4.238095238,4.238095238,-6.357142857,-23.30952381
Second,Adult,Female,Yes,558,Belfast,50,21,4.238095238,4.238095238,-10.5952381,-23.30952381
Second,Adult,Female,Yes,559,Southhampton,24,113,4.238095238,4.238095238,-6.357142857,31.78571429
Second,Adult,Female,Yes,560,Belfast,55,20,4.238095238,4.238095238,14.83333333,-27.54761905
Second,Adult,Female,Yes,561,Cherbourg,58,68,4.238095238,4.238095238,10.5952381,2.119047619
Second,Adult,Female,Yes,562,Southhampton,41,110,4.238095238,4.238095238,10.5952381,27.54761905
Second,Adult,Female,Yes,563,Cherbourg,60,69,4.238095238,4.238095238,14.83333333,2.119047619
Second,Adult,Female,Yes,564,Belfast,56,19,4.238095238,4.238095238,10.5952381,-27.54761905
Second,Adult,Female,Yes,565,Belfast,60,18,4.238095238,4.238095238,6.357142857,-27.54761905
Second,Adult,Female,Yes,566,Cherbourg,57,71,4.238095238,4.238095238,-6.357142857,6.357142857
Second,Adult,Female,Yes,567,Cherbourg,47,72,4.238095238,4.238095238,-2.119047619,6.357142857
Second,Adult,Female,Yes,568,Southhampton,45,89,4.238095238,4.238095238,10.5952381,14.83333333
Second,Adult,Female,Yes,569,Southhampton,33,90,4.238095238,4.238095238,14.83333333,14.83333333
Second,Adult,Female,Yes,570,Southhampton,41,91,4.238095238,4.238095238,-10.5952381,19.07142857
Second,Adult,Female,Yes,571,Belfast,67,16,4.238095238,4.238095238,-2.119047619,-27.54761905
Second,Adult,Female,Yes,572,Cherbourg,49,74,4.238095238,4.238095238,6.357142857,6.357142857
Second,Adult,Female,No,573,Southhampton,30,30,4.238095238,4.238095238,12.71428571,-31.78571429
Second,Adult,Female,No,574,Cherbourg,63,18,4.238095238,4.238095238,-4.238095238,-36.02380952
Second,Adult,Female,No,575,Southhampton,36,96,4.238095238,4.238095238,-12.71428571,6.357142857
Second,Adult,Female,No,576,Queenstown,20,157,4.238095238,4.238095238,8.476190476,36.02380952
Second,Adult,Female,No,577,Queenstown,26,158,4.238095238,4.238095238,12.71428571,36.02380952
Second,Adult,Female,No,578,Southhampton,32,93,4.238095238,4.238095238,8.476190476,2.119047619
Second,Adult,Female,No,579,Southhampton,42,86,4.238095238,4.238095238,12.71428571,-2.119047619
Second,Adult,Female,No,580,Cherbourg,59,13,4.238095238,4.238095238,8.476190476,-40.26190476
Second,Adult,Female,No,581,Southhampton,33,65,4.238095238,4.238095238,-8.476190476,-10.5952381
Second,Adult,Female,No,582,Cherbourg,57,24,4.238095238,4.238095238,-12.71428571,-31.78571429
Second,Adult,Female,No,583,Queenstown,23,164,4.238095238,4.238095238,4.238095238,40.26190476
Second,Adult,Female,No,584,Southhampton,28,94,4.238095238,4.238095238,12.71428571,2.119047619
Second,Adult,Female,No,585,Southhampton,40,106,4.238095238,4.238095238,-4.238095238,10.5952381
Second,Child,Male,Yes,586,Belfast,62,14,4.238095238,4.238095238,-10.5952381,-27.54761905
Second,Child,Male,Yes,587,Southhampton,35,95,4.238095238,4.238095238,6.357142857,19.07142857
Second,Child,Male,Yes,588,Cherbourg,65,76,4.238095238,4.238095238,14.83333333,6.357142857
Second,Child,Male,Yes,589,Cherbourg,43,77,4.238095238,4.238095238,-10.5952381,10.5952381
Second,Child,Male,Yes,590,Cherbourg,64,78,4.238095238,4.238095238,-6.357142857,10.5952381
Second,Child,Male,Yes,591,Southhampton,34,99,4.238095238,4.238095238,-6.357142857,23.30952381
Second,Child,Male,Yes,592,Belfast,40,12,4.238095238,4.238095238,10.5952381,-31.78571429
Second,Child,Male,Yes,593,Belfast,59,11,4.238095238,4.238095238,6.357142857,-31.78571429
Second,Child,Male,Yes,594,Southhampton,43,102,4.238095238,4.238095238,6.357142857,23.30952381
Second,Child,Male,Yes,595,Belfast,50,8,4.238095238,4.238095238,-6.357142857,-31.78571429
Second,Child,Male,Yes,596,Southhampton,35,104,4.238095238,4.238095238,14.83333333,23.30952381
Second,Child,Female,Yes,597,Southhampton,34,105,4.238095238,4.238095238,-10.5952381,27.54761905
Second,Child,Female,Yes,598,Cherbourg,56,80,4.238095238,4.238095238,2.119047619,10.5952381
Second,Child,Female,Yes,599,Belfast,50,7,4.238095238,4.238095238,-10.5952381,-31.78571429
Second,Child,Female,Yes,600,Cherbourg,55,81,4.238095238,4.238095238,6.357142857,10.5952381
Second,Child,Female,Yes,601,Cherbourg,62,82,4.238095238,4.238095238,10.5952381,10.5952381
Second,Child,Female,Yes,602,Cherbourg,46,83,4.238095238,4.238095238,14.83333333,10.5952381
Second,Child,Female,Yes,603,Southhampton,42,111,4.238095238,4.238095238,14.83333333,27.54761905
Second,Child,Female,Yes,604,Cherbourg,44,84,4.238095238,4.238095238,-10.5952381,14.83333333
Second,Child,Female,Yes,605,Southhampton,38,85,4.238095238,4.238095238,-6.357142857,14.83333333
Second,Child,Female,Yes,606,Belfast,52,4,4.238095238,4.238095238,6.357142857,-36.02380952
Second,Child,Female,Yes,607,Cherbourg,63,47,4.238095238,4.238095238,10.5952381,-10.5952381
Second,Child,Female,Yes,608,Belfast,51,2,4.238095238,4.238095238,-2.119047619,-36.02380952
Second,Child,Female,Yes,609,Belfast,45,1,4.238095238,4.238095238,-6.357142857,-36.02380952
Third,Adult,Male,Yes,610,Belfast,46,1,4.238095238,4.238095238,-8.476190476,-48.73809524
Third,Adult,Male,Yes,611,Belfast,53,24,4.238095238,4.238095238,-12.71428571,-36.02380952
Third,Adult,Male,Yes,612,Southhampton,28,140,4.238095238,4.238095238,4.238095238,23.30952381
Third,Adult,Male,Yes,613,Southhampton,30,105,4.238095238,4.238095238,-8.476190476,6.357142857
Third,Adult,Male,Yes,614,Southhampton,28,112,4.238095238,4.238095238,-12.71428571,10.5952381
Third,Adult,Male,Yes,615,Cherbourg,63,42,4.238095238,4.238095238,-4.238095238,-27.54761905
Third,Adult,Male,Yes,616,Belfast,53,2,4.238095238,4.238095238,-4.238095238,-48.73809524
Third,Adult,Male,Yes,617,Southhampton,31,143,4.238095238,4.238095238,16.95238095,23.30952381
Third,Adult,Male,Yes,618,Southhampton,34,99,4.238095238,4.238095238,0,2.119047619
Third,Adult,Male,Yes,619,Cherbourg,68,81,4.238095238,4.238095238,-8.476190476,-6.357142857
Third,Adult,Male,Yes,620,Southhampton,46,106,4.238095238,4.238095238,-4.238095238,6.357142857
Third,Adult,Male,Yes,621,Queenstown,22,175,4.238095238,4.238095238,16.95238095,40.26190476
Third,Adult,Male,Yes,622,Southhampton,29,114,4.238095238,4.238095238,-4.238095238,10.5952381
Third,Adult,Male,Yes,623,Queenstown,17,174,4.238095238,4.238095238,12.71428571,40.26190476
Third,Adult,Male,Yes,624,Cherbourg,39,75,4.238095238,4.238095238,0,-10.5952381
Third,Adult,Male,Yes,625,Southhampton,32,141,4.238095238,4.238095238,8.476190476,23.30952381
Third,Adult,Male,Yes,626,Cherbourg,63,74,4.238095238,4.238095238,-4.238095238,-10.5952381
Third,Adult,Male,Yes,627,Southhampton,30,151,4.238095238,4.238095238,16.95238095,27.54761905
Third,Adult,Male,Yes,628,Belfast,55,8,4.238095238,4.238095238,-12.71428571,-44.5
Third,Adult,Male,Yes,629,Belfast,54,9,4.238095238,4.238095238,-8.476190476,-44.5
Third,Adult,Male,Yes,630,Cherbourg,55,73,4.238095238,4.238095238,-8.476190476,-10.5952381
Third,Adult,Male,Yes,631,Cherbourg,43,70,4.238095238,4.238095238,12.71428571,-14.83333333
Third,Adult,Male,Yes,632,Queenstown,23,173,4.238095238,4.238095238,8.476190476,40.26190476
Third,Adult,Male,Yes,633,Queenstown,20,172,4.238095238,4.238095238,4.238095238,40.26190476
Third,Adult,Male,Yes,634,Southhampton,38,129,4.238095238,4.238095238,-8.476190476,19.07142857
Third,Adult,Male,Yes,635,Belfast,67,13,4.238095238,4.238095238,8.476190476,-44.5
Third,Adult,Male,Yes,636,Cherbourg,51,66,4.238095238,4.238095238,-4.238095238,-14.83333333
Third,Adult,Male,Yes,637,Cherbourg,65,65,4.238095238,4.238095238,-8.476190476,-14.83333333
Third,Adult,Male,Yes,638,Cherbourg,69,64,4.238095238,4.238095238,-12.71428571,-14.83333333
Third,Adult,Male,Yes,639,Cherbourg,56,63,4.238095238,4.238095238,16.95238095,-19.07142857
Third,Adult,Male,Yes,640,Southhampton,30,84,4.238095238,4.238095238,4.238095238,-6.357142857
Third,Adult,Male,Yes,641,Queenstown,18,177,4.238095238,4.238095238,-8.476190476,44.5
Third,Adult,Male,Yes,642,Cherbourg,53,60,4.238095238,4.238095238,4.238095238,-19.07142857
Third,Adult,Male,Yes,643,Cherbourg,63,59,4.238095238,4.238095238,0,-19.07142857
Third,Adult,Male,Yes,644,Cherbourg,65,57,4.238095238,4.238095238,-8.476190476,-19.07142857
Third,Adult,Male,Yes,645,Cherbourg,54,56,4.238095238,4.238095238,-12.71428571,-19.07142857
Third,Adult,Male,Yes,646,Southhampton,32,113,4.238095238,4.238095238,-8.476190476,10.5952381
Third,Adult,Male,Yes,647,Cherbourg,68,53,4.238095238,4.238095238,8.476190476,-23.30952381
Third,Adult,Male,Yes,648,Belfast,47,23,4.238095238,4.238095238,16.95238095,-40.26190476
Third,Adult,Male,Yes,649,Cherbourg,68,51,4.238095238,4.238095238,0,-23.30952381
Third,Adult,Male,Yes,650,Belfast,51,25,4.238095238,4.238095238,-8.476190476,-36.02380952
Third,Adult,Male,Yes,651,Belfast,69,26,4.238095238,4.238095238,-4.238095238,-36.02380952
Third,Adult,Male,Yes,652,Cherbourg,66,48,4.238095238,4.238095238,-12.71428571,-23.30952381
Third,Adult,Male,Yes,653,Cherbourg,55,47,4.238095238,4.238095238,16.95238095,-27.54761905
Third,Adult,Male,Yes,654,Cherbourg,45,46,4.238095238,4.238095238,12.71428571,-27.54761905
Third,Adult,Male,Yes,655,Queenstown,18,170,4.238095238,4.238095238,-4.238095238,40.26190476
Third,Adult,Male,Yes,656,Southhampton,40,153,4.238095238,4.238095238,-8.476190476,31.78571429
Third,Adult,Male,Yes,657,Belfast,57,30,4.238095238,4.238095238,12.71428571,-36.02380952
Third,Adult,Male,Yes,658,Southhampton,33,85,4.238095238,4.238095238,8.476190476,-6.357142857
Third,Adult,Male,Yes,659,Southhampton,36,86,4.238095238,4.238095238,12.71428571,-6.357142857
Third,Adult,Male,Yes,660,Belfast,60,31,4.238095238,4.238095238,16.95238095,-36.02380952
Third,Adult,Male,Yes,661,Southhampton,31,89,4.238095238,4.238095238,-8.476190476,-2.119047619
Third,Adult,Male,Yes,662,Southhampton,39,94,4.238095238,4.238095238,12.71428571,-2.119047619
Third,Adult,Male,Yes,663,Belfast,40,32,4.238095238,4.238095238,-12.71428571,-31.78571429
Third,Adult,Male,Yes,664,Southhampton,34,101,4.238095238,4.238095238,8.476190476,2.119047619
Third,Adult,Male,Yes,665,Southhampton,29,103,4.238095238,4.238095238,16.95238095,2.119047619
Third,Adult,Male,Yes,666,Cherbourg,48,44,4.238095238,4.238095238,4.238095238,-27.54761905
Third,Adult,Male,Yes,667,Cherbourg,56,43,4.238095238,4.238095238,0,-27.54761905
Third,Adult,Male,Yes,668,Belfast,63,35,4.238095238,4.238095238,0,-31.78571429
Third,Adult,Male,Yes,669,Belfast,45,36,4.238095238,4.238095238,4.238095238,-31.78571429
Third,Adult,Male,Yes,670,Cherbourg,52,41,4.238095238,4.238095238,-8.476190476,-27.54761905
Third,Adult,Male,Yes,671,Belfast,54,38,4.238095238,4.238095238,12.71428571,-31.78571429
Third,Adult,Male,Yes,672,Southhampton,27,117,4.238095238,4.238095238,8.476190476,10.5952381
Third,Adult,Male,Yes,673,Southhampton,39,119,4.238095238,4.238095238,16.95238095,10.5952381
Third,Adult,Male,Yes,674,Southhampton,51,123,4.238095238,4.238095238,0,14.83333333
Third,Adult,Male,Yes,675,Queenstown,26,169,4.238095238,4.238095238,-8.476190476,40.26190476
Third,Adult,Male,Yes,676,Cherbourg,46,40,4.238095238,4.238095238,-12.71428571,-27.54761905
Third,Adult,Male,Yes,677,Southhampton,46,131,4.238095238,4.238095238,0,19.07142857
Third,Adult,Male,Yes,678,Southhampton,32,132,4.238095238,4.238095238,4.238095238,19.07142857
Third,Adult,Male,Yes,679,Cherbourg,60,61,4.238095238,4.238095238,8.476190476,-19.07142857
Third,Adult,Male,Yes,680,Southhampton,28,135,4.238095238,4.238095238,16.95238095,19.07142857
Third,Adult,Male,Yes,681,Belfast,47,37,4.238095238,4.238095238,8.476190476,-31.78571429
Third,Adult,Male,Yes,682,Belfast,46,0,4.238095238,4.238095238,-12.71428571,-48.73809524
Third,Adult,Male,Yes,683,Southhampton,38,142,4.238095238,4.238095238,12.71428571,23.30952381
Third,Adult,Male,Yes,684,Belfast,65,34,4.238095238,4.238095238,-4.238095238,-31.78571429
Third,Adult,Male,No,685,Southhampton,26,129,4.238095238,4.238095238,27.54761905,-48.73809524
Third,Adult,Male,No,686,Belfast,52,40,4.238095238,4.238095238,-19.07142857,-74.16666667
Third,Adult,Male,No,687,Cherbourg,47,101,4.238095238,4.238095238,19.07142857,-57.21428571
Third,Adult,Male,No,688,Southhampton,43,318,4.238095238,4.238095238,2.119047619,14.83333333
Third,Adult,Male,No,689,Cherbourg,56,69,4.238095238,4.238095238,-6.357142857,-65.69047619
Third,Adult,Male,No,690,Southhampton,38,278,4.238095238,4.238095238,-2.119047619,2.119047619
Third,Adult,Male,No,691,Cherbourg,60,87,4.238095238,4.238095238,14.83333333,-61.45238095
Third,Adult,Male,No,692,Southhampton,46,105,4.238095238,4.238095238,-19.07142857,-52.97619048
Third,Adult,Male,No,693,Belfast,47,26,4.238095238,4.238095238,-23.30952381,-78.4047619
Third,Adult,Male,No,694,Southhampton,21,192,4.238095238,4.238095238,19.07142857,-27.54761905
Third,Adult,Male,No,695,Southhampton,40,267,4.238095238,4.238095238,6.357142857,-2.119047619
Third,Adult,Male,No,696,Belfast,55,2,4.238095238,4.238095238,-14.83333333,-86.88095238
Third,Adult,Male,No,697,Belfast,57,3,4.238095238,4.238095238,-10.5952381,-86.88095238
Third,Adult,Male,No,698,Queenstown,24,526,4.238095238,4.238095238,2.119047619,82.64285714
Third,Adult,Male,No,699,Queenstown,21,525,4.238095238,4.238095238,-2.119047619,82.64285714
Third,Adult,Male,No,700,Southhampton,58,124,4.238095238,4.238095238,6.357142857,-48.73809524
Third,Adult,Male,No,701,Belfast,52,4,4.238095238,4.238095238,-6.357142857,-86.88095238
Third,Adult,Male,No,702,Southhampton,34,144,4.238095238,4.238095238,-19.07142857,-40.26190476
Third,Adult,Male,No,703,Queenstown,21,524,4.238095238,4.238095238,-6.357142857,82.64285714
Third,Adult,Male,No,704,Southhampton,37,167,4.238095238,4.238095238,23.30952381,-36.02380952
Third,Adult,Male,No,705,Queenstown,22,523,4.238095238,4.238095238,-10.5952381,82.64285714
Third,Adult,Male,No,706,Southhampton,45,222,4.238095238,4.238095238,-19.07142857,-14.83333333
Third,Adult,Male,No,707,Belfast,40,6,4.238095238,4.238095238,2.119047619,-86.88095238
Third,Adult,Male,No,708,Southhampton,34,273,4.238095238,4.238095238,-23.30952381,2.119047619
Third,Adult,Male,No,709,Queenstown,26,522,4.238095238,4.238095238,-14.83333333,82.64285714
Third,Adult,Male,No,710,Belfast,60,7,4.238095238,4.238095238,6.357142857,-86.88095238
Third,Adult,Male,No,711,Southhampton,39,300,4.238095238,4.238095238,-19.07142857,10.5952381
Third,Adult,Male,No,712,Cherbourg,44,59,4.238095238,4.238095238,6.357142857,-69.92857143
Third,Adult,Male,No,713,Queenstown,13,521,4.238095238,4.238095238,-19.07142857,82.64285714
Third,Adult,Male,No,714,Southhampton,29,335,4.238095238,4.238095238,19.07142857,19.07142857
Third,Adult,Male,No,715,Belfast,48,8,4.238095238,4.238095238,10.5952381,-86.88095238
Third,Adult,Male,No,716,Southhampton,36,109,4.238095238,4.238095238,-2.119047619,-52.97619048
Third,Adult,Male,No,717,Queenstown,23,519,4.238095238,4.238095238,27.54761905,78.4047619
Third,Adult,Male,No,718,Belfast,55,9,4.238095238,4.238095238,14.83333333,-86.88095238
Third,Adult,Male,No,719,Southhampton,29,122,4.238095238,4.238095238,-2.119047619,-48.73809524
Third,Adult,Male,No,720,Southhampton,43,123,4.238095238,4.238095238,2.119047619,-48.73809524
Third,Adult,Male,No,721,Cherbourg,63,70,4.238095238,4.238095238,-2.119047619,-65.69047619
Third,Adult,Male,No,722,Southhampton,26,125,4.238095238,4.238095238,10.5952381,-48.73809524
Third,Adult,Male,No,723,Southhampton,39,128,4.238095238,4.238095238,23.30952381,-48.73809524
Third,Adult,Male,No,724,Cherbourg,51,85,4.238095238,4.238095238,6.357142857,-61.45238095
Third,Adult,Male,No,725,Queenstown,26,518,4.238095238,4.238095238,23.30952381,78.4047619
Third,Adult,Male,No,726,Queenstown,18,515,4.238095238,4.238095238,10.5952381,78.4047619
Third,Adult,Male,No,727,Queenstown,19,514,4.238095238,4.238095238,6.357142857,78.4047619
Third,Adult,Male,No,728,Queenstown,16,513,4.238095238,4.238095238,2.119047619,78.4047619
Third,Adult,Male,No,729,Belfast,45,11,4.238095238,4.238095238,23.30952381,-86.88095238
Third,Adult,Male,No,730,Southhampton,33,152,4.238095238,4.238095238,14.83333333,-40.26190476
Third,Adult,Male,No,731,Southhampton,33,160,4.238095238,4.238095238,-6.357142857,-36.02380952
Third,Adult,Male,No,732,Southhampton,33,161,4.238095238,4.238095238,-2.119047619,-36.02380952
Third,Adult,Male,No,733,Queenstown,19,510,4.238095238,4.238095238,-10.5952381,78.4047619
Third,Adult,Male,No,734,Belfast,46,12,4.238095238,4.238095238,27.54761905,-86.88095238
Third,Adult,Male,No,735,Southhampton,29,176,4.238095238,4.238095238,6.357142857,-31.78571429
Third,Adult,Male,No,736,Queenstown,14,509,4.238095238,4.238095238,-14.83333333,78.4047619
Third,Adult,Male,No,737,Southhampton,46,182,4.238095238,4.238095238,-23.30952381,-27.54761905
Third,Adult,Male,No,738,Queenstown,20,508,4.238095238,4.238095238,-19.07142857,78.4047619
Third,Adult,Male,No,739,Southhampton,43,185,4.238095238,4.238095238,-10.5952381,-27.54761905
Third,Adult,Male,No,740,Cherbourg,54,65,4.238095238,4.238095238,-23.30952381,-65.69047619
Third,Adult,Male,No,741,Southhampton,45,203,4.238095238,4.238095238,10.5952381,-23.30952381
Third,Adult,Male,No,742,Queenstown,17,507,4.238095238,4.238095238,-23.30952381,78.4047619
Third,Adult,Male,No,743,Southhampton,43,208,4.238095238,4.238095238,-23.30952381,-19.07142857
Third,Adult,Male,No,744,Queenstown,24,504,4.238095238,4.238095238,19.07142857,74.16666667
Third,Adult,Male,No,745,Southhampton,35,216,4.238095238,4.238095238,10.5952381,-19.07142857
Third,Adult,Male,No,746,Southhampton,36,220,4.238095238,4.238095238,27.54761905,-19.07142857
Third,Adult,Male,No,747,Queenstown,17,503,4.238095238,4.238095238,14.83333333,74.16666667
Third,Adult,Male,No,748,Queenstown,26,502,4.238095238,4.238095238,10.5952381,74.16666667
Third,Adult,Male,No,749,Southhampton,35,226,4.238095238,4.238095238,-2.119047619,-14.83333333
Third,Adult,Male,No,750,Southhampton,23,235,4.238095238,4.238095238,-19.07142857,-10.5952381
Third,Adult,Male,No,751,Queenstown,24,500,4.238095238,4.238095238,2.119047619,74.16666667
Third,Adult,Male,No,752,Queenstown,21,499,4.238095238,4.238095238,-2.119047619,74.16666667
Third,Adult,Male,No,753,Southhampton,14,247,4.238095238,4.238095238,-23.30952381,-6.357142857
Third,Adult,Male,No,754,Queenstown,24,498,4.238095238,4.238095238,-6.357142857,74.16666667
Third,Adult,Male,No,755,Southhampton,44,253,4.238095238,4.238095238,2.119047619,-6.357142857
Third,Adult,Male,No,756,Southhampton,27,262,4.238095238,4.238095238,-14.83333333,-2.119047619
Third,Adult,Male,No,757,Queenstown,16,497,4.238095238,4.238095238,-10.5952381,74.16666667
Third,Adult,Male,No,758,Queenstown,30,496,4.238095238,4.238095238,-14.83333333,74.16666667
Third,Adult,Male,No,759,Southhampton,42,268,4.238095238,4.238095238,10.5952381,-2.119047619
Third,Adult,Male,No,760,Southhampton,32,271,4.238095238,4.238095238,23.30952381,-2.119047619
Third,Adult,Male,No,761,Queenstown,17,495,4.238095238,4.238095238,-19.07142857,74.16666667
Third,Adult,Male,No,762,Cherbourg,58,73,4.238095238,4.238095238,10.5952381,-65.69047619
Third,Adult,Male,No,763,Cherbourg,51,74,4.238095238,4.238095238,14.83333333,-65.69047619
Third,Adult,Male,No,764,Southhampton,28,280,4.238095238,4.238095238,6.357142857,2.119047619
Third,Adult,Male,No,765,Queenstown,12,494,4.238095238,4.238095238,-23.30952381,74.16666667
Third,Adult,Male,No,766,Southhampton,45,284,4.238095238,4.238095238,23.30952381,2.119047619
Third,Adult,Male,No,767,Queenstown,32,493,4.238095238,4.238095238,27.54761905,69.92857143
Third,Adult,Male,No,768,Southhampton,34,288,4.238095238,4.238095238,-14.83333333,6.357142857
Third,Adult,Male,No,769,Southhampton,47,295,4.238095238,4.238095238,14.83333333,6.357142857
Third,Adult,Male,No,770,Queenstown,18,492,4.238095238,4.238095238,23.30952381,69.92857143
Third,Adult,Male,No,771,Southhampton,32,302,4.238095238,4.238095238,-10.5952381,10.5952381
Third,Adult,Male,No,772,Southhampton,41,304,4.238095238,4.238095238,-2.119047619,10.5952381
Third,Adult,Male,No,773,Queenstown,19,491,4.238095238,4.238095238,19.07142857,69.92857143
Third,Adult,Male,No,774,Southhampton,34,312,4.238095238,4.238095238,-23.30952381,14.83333333
Third,Adult,Male,No,775,Queenstown,20,490,4.238095238,4.238095238,14.83333333,69.92857143
Third,Adult,Male,No,776,Queenstown,20,488,4.238095238,4.238095238,6.357142857,69.92857143
Third,Adult,Male,No,777,Queenstown,19,486,4.238095238,4.238095238,-2.119047619,69.92857143
Third,Adult,Male,No,778,Southhampton,35,332,4.238095238,4.238095238,6.357142857,19.07142857
Third,Adult,Male,No,779,Cherbourg,56,91,4.238095238,4.238095238,-23.30952381,-57.21428571
Third,Adult,Male,No,780,Southhampton,23,334,4.238095238,4.238095238,14.83333333,19.07142857
Third,Adult,Male,No,781,Cherbourg,57,98,4.238095238,4.238095238,6.357142857,-57.21428571
Third,Adult,Male,No,782,Queenstown,22,485,4.238095238,4.238095238,-6.357142857,69.92857143
Third,Adult,Male,No,783,Southhampton,35,337,4.238095238,4.238095238,27.54761905,19.07142857
Third,Adult,Male,No,784,Southhampton,32,342,4.238095238,4.238095238,-6.357142857,23.30952381
Third,Adult,Male,No,785,Southhampton,24,349,4.238095238,4.238095238,23.30952381,23.30952381
Third,Adult,Male,No,786,Queenstown,13,483,4.238095238,4.238095238,-14.83333333,69.92857143
Third,Adult,Male,No,787,Southhampton,32,358,4.238095238,4.238095238,6.357142857,27.54761905
Third,Adult,Male,No,788,Southhampton,41,360,4.238095238,4.238095238,14.83333333,27.54761905
Third,Adult,Male,No,789,Queenstown,20,482,4.238095238,4.238095238,-19.07142857,69.92857143
Third,Adult,Male,No,790,Belfast,68,18,4.238095238,4.238095238,-2.119047619,-82.64285714
Third,Adult,Male,No,791,Southhampton,29,106,4.238095238,4.238095238,-14.83333333,-52.97619048
Third,Adult,Male,No,792,Southhampton,38,107,4.238095238,4.238095238,-10.5952381,-52.97619048
Third,Adult,Male,No,793,Southhampton,36,108,4.238095238,4.238095238,-6.357142857,-52.97619048
Third,Adult,Male,No,794,Belfast,69,19,4.238095238,4.238095238,2.119047619,-82.64285714
Third,Adult,Male,No,795,Cherbourg,48,60,4.238095238,4.238095238,10.5952381,-69.92857143
Third,Adult,Male,No,796,Southhampton,32,111,4.238095238,4.238095238,6.357142857,-52.97619048
Third,Adult,Male,No,797,Cherbourg,50,61,4.238095238,4.238095238,14.83333333,-69.92857143
Third,Adult,Male,No,798,Queenstown,26,481,4.238095238,4.238095238,-23.30952381,69.92857143
Third,Adult,Male,No,799,Southhampton,42,114,4.238095238,4.238095238,19.07142857,-52.97619048
Third,Adult,Male,No,800,Southhampton,34,115,4.238095238,4.238095238,23.30952381,-52.97619048
Third,Adult,Male,No,801,Southhampton,40,116,4.238095238,4.238095238,27.54761905,-52.97619048
Third,Adult,Male,No,802,Southhampton,22,117,4.238095238,4.238095238,-23.30952381,-48.73809524
Third,Adult,Male,No,803,Southhampton,34,118,4.238095238,4.238095238,-19.07142857,-48.73809524
Third,Adult,Male,No,804,Queenstown,20,480,4.238095238,4.238095238,27.54761905,65.69047619
Third,Adult,Male,No,805,Southhampton,22,120,4.238095238,4.238095238,-10.5952381,-48.73809524
Third,Adult,Male,No,806,Southhampton,43,121,4.238095238,4.238095238,-6.357142857,-48.73809524
Third,Adult,Male,No,807,Cherbourg,59,62,4.238095238,4.238095238,19.07142857,-69.92857143
Third,Adult,Male,No,808,Belfast,44,20,4.238095238,4.238095238,6.357142857,-82.64285714
Third,Adult,Male,No,809,Belfast,58,21,4.238095238,4.238095238,10.5952381,-82.64285714
Third,Adult,Male,No,810,Belfast,54,22,4.238095238,4.238095238,14.83333333,-82.64285714
