commentID,commentBody,recommendationCount,commentSequence,Personal,Relevance,Criticality,Writing Quality,Thread,Unexpected
29542,"This is like saying that if you see a house on fire, the solutions of calling the fire department, evacuating the residents, or keeping it from spreading are societal value judgments.<br/><br/>Mann is right. Scientists need to step up more aggressively on solutions, especially since the press has diluted or ignored the key data.",19,10993370,0.25,0.2143,0.25,0.2143,0.0536,0.0536
24653,"A good person would expose the bad science carried out by Mann, which is exactly what McIntyre did.",6,10987500,0.2222,0.2222,0.2222,0.2222,0.1111,0.1111
24654,You couldn't possibly be speaking about yourself.,4,10987499,0,0,0.25,0.25,0,0
23003,"I agree that policy recommendations should be clearly demarcated from scientific conclusions. I also agree that understanding the science and the implications of the science do not in themselves make scientists into policy experts. <br/><br/>At the same time, one of the arguments that Mann is making is both true and under-appreciated, namely that the policy recommendations of scientific experts can be highly valuable in cases, like climate change, where much of the public and the political class  understand neither the science nor its implications. <br/><br/>In the 1950s, scientists discovered that smoking causes lung cancer. The public and policy makers did not, at that time, understand this fact; the scientists doing this kind of research did. So if a scientist involved in smoking research had, in the 1950s, argued that people should stop smoking, and that there should be a government campaign to educate people about the dangers of smoking, and that cigarettes taxes should be raised, etc,<br/>those policy recommendations would have been highly valuable - despite the fact that the hypothetical scientist making them was not an expert in policy (whatever that means exactly). They would have been valuable precisely because the scientists understood something that the general public and the policy makers did not: smoking is deleterious to your health. <br/><br/>The situation is similar now except that the dangers posed by climate change are far higher than those posed by smoking. ",14,10986111,0.2743,0.135,0.173,0.0717,0.0802,0.0549
23006,"""If you see something, say something"" should be taken to heart by any and all of the regular DE followers who can't abide the nonsense promoted by Andy's libertarian cadre. Some blogs are offering a thumbs up or down voting option. How about a media jail separating clearly flawed or malevolent opinions and comments from mainstream thinking based on established science. Andy needs better control. A three person jury might be an option at the expense of time and readership.<br/>Lets begin to see that changes to the carbon cycle and climate are outside of any conventional threat to nature. We have evolved to fit our conventional climate. Unconventional adaptive and corrective responses must follow. Fossil fuels are not forever.",7,10986039,0.3033,0.2705,0.1803,0.1393,0.0902,0.082
24649,"Steven Earl Salmony ""Near exponential human population growth""<br/>Climate change mitigation takes care of that in a big way.<br/><br/>In the UK<br/>24,000 'died because of cold homes' last winter: Fears grow that figure could be higher this year because of spiralling bills<br/><br/><a href=""http://tinyurl.com/cm3atpo"" title=""http://tinyurl.com/cm3atpo"" target=""_blank"">http://tinyurl.com/cm3atpo</a>",11,10987525,0.4151,0.3962,0.1321,0.1132,0.1321,0.1132
135908,"Clearly if Mann has an institute, Adrian O. believes he should too. I thought the Republicans were complaining about class war fare when the 90% complain about the 1% having all the goodies. They love the Koch brothers but hate Soros, who like Roosevelt they consider a traitor to his class. It's really funny to see Adrian O. carp about his better's success.",0,11119302,0.3231,0.2615,0.1846,0.1385,0.0308,0.0308
23499,Ken appears to differ with you.,5,10986507,0.1667,0.1667,0.3333,0.3333,0,0
23687,"Michael Mann and I largely agree on what needs to be done, and our primary differences relate to what we do in the role of 'informed citizen' and what we do in the role of 'scientist'.  <br/><br/>I was thankful that he quoted me, airing alternate views in his OpEd piece. Michael Mann may or may not be critical of my viewpoint, but I see no evidence that he is critical of me as a person. Some of my best friends are people I strongly disagree with.<br/><br/>A more difficult question is what a scientist should do when we feel strongly about something but have no special relevant expertise. For example, if I feel strongly that Obama should pardon Edward Snowden, should I make public statements on this matter? Would I be using my standing as a climate scientist to communicate about civil liberties and national security issues about which I am not expert? Is this bad? Is keeping quiet about injustice that I perceive a greater evil? In any case, it seems important for scientists to make clear that our political statements are in our roles as ordinary people, not in our role as climate scientists.",10,10986564,0.2552,0.1823,0.1667,0.0885,0.1094,0.1042
64019,"Doesn't anybody remember the old Monsanto ad campaign with the picture of the orange, ""Without chemicals, life itself would be impossible""?  A notorious example of good science being used in the service of deceptive, but effective PR.<br/><br/>I applaud Mr. Kennedy's catchy and creative teaching methods, and encourage him to help his students see both the uses and abuses of data and its representations.",0,11032413,0.3333,0.3333,0.1364,0.1212,0.1364,0.1364
30906,"While it is true that, ""....nature evolves compounds....far more complicated....than anything we can produce in the lab"", it is evolution that drives this process through mutation and genetic recombination, not the profit motive or hubris.  When one of nature's newly evolved compounds does more harm than good to the ecosystem or the organism, nature restores the balance.  Every living thing either adapts to this dynamic process or goes extinct.  My observation is that we humans keep impacting nature's homeostasis as we introduce novel compounds and processes into the environment.  Unfortunately, we are not very good at studying and predicting the consequences.  Cancer risks are everywhere, from the radiation from outer space to the radon gas that leaking into many of our homes.",8,10994695,0.2984,0.2419,0.1532,0.1048,0.0887,0.0806
46252,"I posted the posters on a friend's Facebook and then read the article.  The friend worked for Bruce Ames, whose office is down the hall from mine.  Small world...",0,11008245,0.3667,0.3333,0.1333,0.1333,0.0333,0.0333
33073,I knew all along that my spouse was a chemical: a talking chemical.,8,10995874,0.25,0.1667,0.25,0.25,0,0
33070,"""I reached out to Kennedy ..."" Did something happen to him that he needed your emotional support?<br/><br/>If not, you ""contacted"" him. Why are journalists ""reaching out"" to everyone these days ???",7,10995765,0.2188,0.2188,0.25,0.2188,0.0625,0.0625
33078,"Here in India, some 70 ""varieties"" of bananas are commercially cultivated, and there are many less known ones. The appearance (size, shape, colour, etc.), and taste (including flavour and texture) of some  are very distinct, and even a non-expert can distinguish among them by taste alone: e.g. three of them, ""nenthran"", ""poovan"", ""monthan"" as they are called in Malayalam. All the above three are quite different from the common banana available in America. Some are used, unripe, only in cooking. At present, you cannot define these by chemical constituents alone, but it is probably theoretically possible to do so.",5,10995957,0.21,0.19,0.14,0.08,0.12,0.12
59555,"Don't forget the important minerals and elements in bananas - potassium especially. And while it's true that harmful man-made chemicals can contaminate food, the benefits (saving billions from starvation) far outweigh the costs (cancer for a few thousand), in a world of finite resources.",0,11025062,0.2889,0.2889,0.1333,0.1333,0.1333,0.1333
33104,"By focusing on carcinogens, which are wildly unpopular and not good for selling food, Andy obscures the more fundamental problem with engineered foods: the deliberate over abundance of fats, salt and sugars that we crave as a result of food scarcity during our evolution.  <br/><br/>Yet the posting is helpful in pointing out the meaninglessness of ""chemicals"" and in many cases ""natural"" in discussing foods. Nonetheless you're not going to find a banana with the 2mg of salt per ounce that you get from  potato chip. ",6,10996107,0.2759,0.2299,0.1609,0.1379,0.092,0.092
64000,"Since you're assigning homework to us idiots, how about a report from GAO to Senator Harry Reid. btw, World Nuclear News isn't going to spend too much print on the negatives. It's like the fake magazine ""World Beef News"" writing glowing articles about veganism. <br/><br/>""NUCLEAR WASTE MANAGEMENT: Key Attributes, Challenges, and Costs for the  Yucca Mountain Repository and Two Potential Alternatives"" 2009<br/><a href=""http://www.gao.gov/assets/300/298028.pdf"" title=""http://www.gao.gov/assets/300/298028.pdf"" target=""_blank"">http://www.gao.gov/assets/300/298028.pdf</a><br/><br/>The preamble from the report summary:<br/><br/>""High-level nuclear waste--one of the nation's most hazardous substances--is accumulating at 80 sites in 35 states. The United States has generated 70,000 metric tons of nuclear waste and is expected to generate 153,000 metric tons by 2055. The Nuclear Waste Policy Act of 1982, as amended, requires the Department of Energy (DOE) to dispose of the waste in a geologic repository at Yucca Mountain, about 100 miles northwest of Las Vegas, Nevada. However, the repository is more than a decade behind schedule, and the nuclear waste generally remains at the commercial nuclear reactor sites and DOE sites where it was generated.""",1,11034964,0.3946,0.2811,0.1189,0.0757,0.0919,0.0649
48380,"The letter quotes prices/kwhr for future nuclear use at 8.4c/kwhr which is not greatly different from current best residential solar power installations (12c/kwr) They mention the accidents, including the three meltdowns at Chernobyl and Fukashima (2 cores) but point out that loss of life has not been huge. What they do not include in their cost analysis is the cost of clean-up and the permanent loss of homelands to thousands of people and the massive disruption of the regional economies that these disasters cost.  The forecasted clean-up cost for Fukashima is estimated by the authorities at above $5B dollars. This does not include the economic or social costs of the ongoing displacement of 200,000 people. You could argue that with over 400 reactors in operation, the cost per reactor from disasters is not high but the failure rate is certainly very much higher than claimed.<br/><br/>Nuclear power gets enormous subsidies from governments when they pick up the costs of insuring and regulating the industry. It makes sense that solar and wind power sources be equally protected.  These types of power production are heavily capital intensive with low operation/fuel costs. While they make sense over the long run, the risk from short term energy cost variability frightens off investment.<br/><br/>As has been pointed out, you are never going to see a headline ""massive solar spill kills thousands.""",7,11015812,0.287,0.2043,0.1565,0.0913,0.1348,0.1087
51347,"Actually the cost of new US nukes at VC Summer is less than 7.5 cents a kwh - cheaper than gas. Built with the low finance cost available to public power, Energy Northwest or TVA could build plant at 4 cents a kwh. Candu's number 21 to 27 built to 2007 were all built on time in under 4 years at a cost of less than 3 cents a kwh.",2,11018924,0.3429,0.2571,0.0857,0.0286,0.0857,0.0857
48295,"There is only ONE reason to enhance nuclear power and that is so we can continue to experience economic growth and most of that for the developed world's convenience. It's so obvious it ain't funny.<br/><br/>It is also another form of denial of the seriousness of climate change because of the time factor. Just like renewables, by the time we get nuclear up and running so that we can continue to get fatter guts, we'll of already lost the race against CO2 emissions and we now know what'll happen after that. It's math, simple math. But we are too enclosed by the possession of free enterprise to calculate it--chomp, chomp, gobble, gobble. Yeah we're eating our way to destruction, eating one product after another, devouring resources, emitting dangerous gases, and getting dumber all the time from the mind numbing that free enterprise brings, and that goes especially for the so-called educated, they are the most lost in this deal. Why? Because they are the ones who will suffer the most loss if we should decide to do this thing right and immediately begin reducing economic output. Given that, they don't want to look at the reality of this, and that's a bad deal for the rest of us because they are the ones holding the cards and holding everything up--advocates and skeptics alike. ",6,11015482,0.1872,0.1617,0.2043,0.1191,0.0809,0.0638
64014,"As a layman I appreciate Bill Gates way of explaining the challenges of his program to build a much better nuke...we lack the materials expertise to handle the problems associated with any of the next gen ideas for nukes.<br/><br/>He includes fusion in that (as well as thorium). <br/><br/>I think we all know what ""much better"" means, there just appears to be a number of people who see nukes as good enough. Thankfully, there are large commercial restraints on a carbon free energy source with so many inherent problems.<br/><br/>But Hanson believes that today's CO2 emission is deadly too, and I don't think that's true. ",0,11032902,0.2719,0.2193,0.1667,0.1316,0.114,0.0965
94974,"Dr. L. Harrison, Albany, NY, Jan 31st post<br/><br/>Dear Dr. Harrison, <br/><br/>The paleo community knows  that many of the ""independent"" studies which ""support"" Mann's Hockey Stick are not, in fact, truly independent. Rather, they rely on the same data sets and many of the same methodological errors which plagued Mann et al from the beginning. <br/><br/>For a discussion of these problems I refer you to McIntyre, S, and McKitrick, R. letter, PNAS, Feb 10th, 2009, vol. 106, no. 6, p. E10<br/><br/>Rather than referring to 20-odd non-independent ""independent"" studies which purportedly support Mann's hockey stick, you might contemplate the something like 700+ studies which contradict it. These are listed in great detail in Idso's ""CO2 Science"" website. <br/><br/>To cite only a few of these studies I offer the following:<br/><br/>Bhattacharyya, A, et al, Current Science, 93, pp983-987, 2007<br/><br/>Isono, D., et al., Geology, 37: pp 591-594, 2009<br/><br/>Huang, S., and Pollack, H.N., Geophys. Res. Letts., 24 pp1947-1950, 1997<br/><br/>Divine, D., et al, Geophys. Res. Absts. Vol. 12 EGU2010-2624-1,2010 <br/><br/>Scapozza, C., et al, Permafrost and Periglacial Processes, 21: pp90-96, 2010<br/><br/>Chuine, I., et al, Nature, 432: pp289-290, 2004<br/><br/>Barron, J.A., and Bukry, D., Marine Micropaleontology, 62: pp115-136, 2007<br/><br/>Wagner, B., and MElles, M., Boreas, 30: pp228-239, 2001<br/><br/>Ge, Q.S.,et al., Geophys. Res. Letts. 2010 37:10/1029/2009GL041281<br/><br/>Carbotte, S.M., Geo-Marine Letters 24: pp212-224, 2004<br/><br/>I suggest you examine ALL evidence, not just supporting evidence. ",0,11074479,0.4963,0.3333,0.063,0.0519,0.0667,0.0407
71205,"How does ""what happened to Alioto"" have anything to do with the demise of LOOK?  How does that have anything to do whether Steyn and the NR will face penalties for defamation?<br/><br/>And just exactly why do you care about Mann, the person, at all anyway?  And then you clearly hate Hansen tooâ€_.<br/><br/>You seem to be unaware that ""the Hockeystick"" has been replicated by many independent efforts<br/><br/><a href=""http://en.wikipedia.org/wiki/List_of_large-scale_temperature_reconstructions_of_the_last_2,000_years"" title=""http://en.wikipedia.org/wiki/List_of_large-scale_temperature_reconstructions_of_the_last_2,000_years"" target=""_blank"">http://en.wikipedia.org/wiki/List_of_large-scale_temperature_reconstruct...</a><br/><br/>You seem to be headed down the path of hatred whack-a-mole.  It's not going to work.  ",0,11040059,0.2396,0.1979,0.2396,0.1354,0.0729,0.0521
50233,What we need is better nukes. Much better.,2,11016338,0.125,0.125,0.25,0.25,0.125,0.125
48286,"(continued)<br/>On waste, the authors would do well to apply their straightforward frankness to the question of just where our waste produced so far is, and how long it would remain dangerous *in its current state of storage* if the civilization that made it loses interest and capability to care for it.  If the answer to that isn't comforting after most of a century of nuclear power, prudence indicates improving that answer before multiplying the amount of waste by a large factor.<br/><br/>On cost, they omitted entirely the percentage of capital and operating cost resulting from fossil fuel use.  The very brief claims about greenness address this obliquely.  The way to test these claims is to impose a sensible cost for fossil fuel externalities, and see what it does to our experience with nuclear power costs.  Unfortunately, the prospects for that are dim.  Without that, we risk gargantuan investments in nuclear plants that cannot continue to be built and maintained without the fossil fuels they are supposed to be replacing.  (Whoever rushes to scoff at that should try to build a gigawatt plant today with next to no input from fossil fuels.  Nuff said.)  If that risk ends badly, everything deteriorates at once:  fossil fuel availability/cost, climate, plant maintenance, and caring for nuclear waste.",6,11015625,0.2488,0.1797,0.1797,0.1336,0.106,0.0691
79724,"""Only if it's safer""??  Sorry, that makes no sense at all.  Nuclear is already orders of magnitude safer than fossil fuels (and similar to renewables).<br/><br/>Pollution from fossil fueled power generation causes hundreds of thousands of annual deaths, worldwide (~1000 deaths every single day), and also inflicts several hundred billion in economic costs/damages every year.  They are also the cause of global warming.  Fukushima, the only significant release of pollution in non-Soviet nuclear's entire history, caused no deaths and is projected to have no measurable public health impact.<br/><br/>In summary, fossil fueled power generation inflicts economic costs equal to having one Fukushima event occurring (somewhere) every month, and public health impacts equal to having a Fukushima occur every single DAY.<br/><br/>The notion that we should wait for a perfect energy source to replace fossil fuels (and reject one that is ""merely"" 1000 times better) plays right into the fossil industr's hands.  That notion will also be responsible for the deaths of millions of people and a radically altered planetary climate.",5,11053187,0.2873,0.1989,0.1271,0.0663,0.1878,0.1326
79777,"Andy has tended to miss strong statements by the US on climate change.  This one from the State of the Union Address is worth reading.<br/><br/>""The shift to a cleaner energy economy wonâ€™t happen overnight, and it will require tough choices along the way. But the debate is settled. Climate change is a fact. And when our childrenâ€™s children look us in the eye and ask if we did all we could to leave them a safer, more stable world, with new sources of energy, I want us to be able to say yes, we did.""",7,11050209,0.2525,0.2121,0.1717,0.1313,0.0909,0.0909
94809,"It's easy to make strong statements that aren't followed up by action.  Obama has a number of such on his record already, such as that he would increase transparency in government.",0,11073732,0.2188,0.2188,0.1875,0.1562,0.125,0.0938
82391,"Mike, the utilities defend nuclear because they use it for baseline power generation.  That is their business and that's why renewables are disruptive to them.  It presents them with a management problem that they didn't have before.  And they, at least in NC, have to subsidize renewables through being forced to buy renewables' power at a considerable premium.  Duke Power has to buy power from every self-righteous yuppy who puts up a windmill in his backyard.<br/><br/>Your seeing things through your conspiracy lens causes you to ignore the simple explanations that result from trying to look at things objectively.  If you look at an electric utility as an entity who's been given a quasi-monopoly in exchange for a reliable stream of power at a reasonable cost, then their behavior (including the alliances they seek) becomes<br/>understandable and more sympathetic.<br/><br/>The utilities industry wasn't designed to cope with renewable energy, which  generally is scattered and intermittent.  The grid wasn't designed for it either, and billions must be spent, by somebody, to fix that problem.<br/><br/>That's the way I look at, in my flawed and simplistic way.  But then again, it's your privilege to simply label all utilities and fossil fuel companies as cheaters and crooks.  It makes your job as a social critic a lot easier.",2,11056940,0.2432,0.1802,0.1982,0.1216,0.0991,0.0856
88373,"What's with the video of the spent fuel pool? Was that supposed to be entertaining, informative, scary, ...?<br/><br/>The quandary for the Union of Concerned Scientists is to keep the fear of nuclear power greater than the fear of anthropogenic global warming. Given the hiatus (in the latter) for the past decade and a half %2B running, they may have an edge. But their comrades in the AGW fight (McKibben, Hansen, Mann, etc.) may not be too pleased. <br/><br/>Kurt in Switzerland",0,11064199,0.3176,0.2941,0.1294,0.0824,0.1412,0.1294
71250,"Good stuff. I believe UCS is being very cautious with cost estimates for dealing with waste management and facility abandonment. One issue that isn't discussed enough is: who will take final custody of nuclear waste? The Revkin family? The four climate scientists? Power companies, investors and super excited pro nuke dudes want the government to be ultimately responsible. As the high level nuke sits at the plants - waste custody is in limbo. So our kids and grandkids may become the proud owners of tons and tons of nuke waste. <br/><br/>Here's some Governmental Accounting Office (GAO) reports on reviewing Yucca Mountain in 2009 and the state of nuke waste management. I posted  these reports previously. GAO estimates are about the hardest cost estimates you'll ever get from our government. The takeaway: we'll be paying about $230 billion to deal with nuke waste.<br/><br/>""DEPARTMENT OF ENERGY: Contract and Project Management Concerns at the National Nuclear Security Administration and Office Of Environmental Management"" - 2009<br/><a href=""http://www.gao.gov/products/GAO-09-406T"" title=""http://www.gao.gov/products/GAO-09-406T"" target=""_blank"">http://www.gao.gov/products/GAO-09-406T</a><br/><br/>""NUCLEAR WASTE MANAGEMENT: Key Attributes, Challenges, and Costs for the Yucca Mountain Repository and Two Potential Alternatives"" 2009<br/><a href=""http://www.gao.gov/assets/300/298028.pdf"" title=""http://www.gao.gov/assets/300/298028.pdf"" target=""_blank"">http://www.gao.gov/assets/300/298028.pdf</a>",6,11042602,0.4359,0.2923,0.1128,0.0667,0.0872,0.0667
90584,"Spalding,<br/><br/>I agree that a supply of reliable, affordable, energy is a necessity of modern life. For about the last 100 years, that supply has come from a combination of baseload, shoulder, and peaker plants. But that picture is changing. <br/><br/>An EEI study last year suggested that distributed solar would be in the money in 33% of service territories by decade's end. Utilities are scared. Best evidence of this comes from your backyard. This week, Duke asked to cut its NEM rate because it is afraid of the growth in distributed solar. California's major challenge over the next decade is building a grid that can manage net load - the pattern of energy demand that is left after accounting for variable generation. <br/><br/>Increasingly, there will no longer be ""always on"" plants. The large and inflexible plants that we relied on for baseload power are going to be challenged by either having to operate at a loss when prices are below costs or having to operate plants in a way that shortens their life and drives up maintenance costs. And this change is coming whether or not current subsidy regimes are maintained. The drivers are falling demand, the need to maintain an aging infrastructure, and falling costs of the alternatives (distributed energy). <br/><br/>Interesting times indeed. ",2,11066783,0.3032,0.2308,0.2036,0.1041,0.0905,0.0724
65351,"Pete and Ronnie are the last people I knew to call me ""Bobbie."" I met Pete and Toshi 69 years ago. I neither sang nor played, (I did write one song) but I was a folk groupie and was readily included in their NYC circle. So I was one ""who stand nearby"" and  will not cry and with Andy we will ""Guard well our human chain."" ",14,11037175,0.2344,0.2188,0.2188,0.1719,0.0469,0.0469
87178,"My thoughts from a <a href=""http://Philipstown.info"" title=""Philipstown.info"" target=""_blank"">Philipstown.info</a> feature on musical celebrations of Pete in the Hudson Valley this week:  â€œPeteâ€™s greatest gift, even while singing loud and clear, was to generate enduring and radiating circles of song â€” from the local to the global scale â€” without keeping himself in the middle,â€ù said Revkin. â€œOne thing Iâ€™ll always treasure about him is how he cupped his hand to his ear as a signal for the audience to drown him out!â€ù  <a href=""http://philipstown.info/2014/01/31/pete-seegers-musical-legacy/"" title=""http://philipstown.info/2014/01/31/pete-seegers-musical-legacy/"" target=""_blank"">http://philipstown.info/2014/01/31/pete-seegers-musical-legacy/</a>",0,11062983,0.325,0.3,0.1125,0.1,0.0875,0.0875
84377," I started playing guitar in high school and learned a lot from Pete's LP and book ""The Folksinger's Guitar Guide."" By the summer before senior year of college I was competent enough to teach guitar and lead songs at a summer camp for teenagers. Flash forward about 20 years and I'm interviewing Pete about what he'll be playing at a concert in Detroit. He sings a bit of the song ""It really isn't garbage till you throw it away."" Good song, I say. Did you write it? No, he says, it's by a singer-songwriter I know named Dan Einbender. Oh, I say, he was one of my students at summer camp...",0,11058140,0.2672,0.1897,0.1983,0.1293,0.0431,0.0431
84379,"Andy, We're putting together a celebration of his life for this Saturday at 2 p.m. here in Middlebury at the Unitarian church. Any folks up our way who treasured Pete as you and I did are more than welcome to pop in. (They should come at 1:30 if they want to join the ad-hoc choir that will sing ""How Can I Keep From Singing"" as part of the program). ",1,11059226,0.1912,0.1912,0.1471,0.1324,0.0588,0.0588
68417,"This is a beautiful tribute that you wrote.<br/><br/>Personal thanks to you for putting me in touch with Pete about a year ago.  You thought he might be interested in the Whitehead conference we are planning on the environment in 2015, and he certainly was.  We filmed him last summer, and he sang ""Where have all the flowers gone...""<br/><br/>He had hoped to attend the conference, but figured he would one way or another so long as we got him on camera.  <br/><br/>Thanks VERY MUCH for helping to make that happen.",5,11038823,0.1856,0.1443,0.2165,0.1753,0.0619,0.0515
79739,"Here's Tom Henry's Toledo-angled reflection on the passing of Pete: <a href=""http://toledoblade.typepad.com/ripple-effect/2014/01/obama-struggles-but-seeger-inspires.html"" title=""http://toledoblade.typepad.com/ripple-effect/2014/01/obama-struggles-but-seeger-inspires.html"" target=""_blank"">http://toledoblade.typepad.com/ripple-effect/2014/01/obama-struggles-but...</a>",0,11052571,0.4,0.4,0,0,0.1333,0.1333
71217,"Thanks for the reminder.... <br/><br/>Ah  bi yoyo,  Ah bi yoyo,<br/>Ah bi yoyo,<br/>bi yoyo,<br/>bi yoyo. <br/><br/>That was one of the bedtime songs I sang to my kids.   Made them smile back then, and makes me smile now.   <br/><br/>Thank you.",0,11040772,0.4694,0.1837,0.1429,0.102,0.0816,0.0204
71219,"When I was a scruffy kid of 17 from way out West (Boulder) â€” longish, unkempt hair, army surplus jacket and all â€” I decided to go see the Big Apple on my college Christmas break in 1963. I shared a ride  to Trenton, and took a train from there to Grand Central. <br/><br/>A man sat down facing me, took a banjo out of a case, and played a tune or two. I had no idea who he was, but he knew how to play. Then a girl came up and asked for his autograph, so I figured he was someone of note. <br/><br/>He talked with me for the rest of the trip, explaining issues such as ""heart rot"" in the big cities and the struggles of being young in a changing world â€” all the while asking what I thought about this or that (as if I actually had anything between my ears) as he might talk to a nephew who had just graduated from high school. He was genuinely interested to learn how I viewed the world of the early '60s. <br/><br/>On the train platform in NY, I introduced myself. He shook hands and said, ""Oh, my name is Pete Seeger,"" smiled and left. <br/><br/>When I returned to my college dorm mates were astounded. Could they touch my hand? <br/><br/>Years later that I realized that one reason he was so interested in my opinions was precisely because I'd never heard of him â€” his fame wouldn't inhibit me. And he was kind, kind, kind, and warm to a soul who was a little lost. <br/><br/>I'm sad today, but Pete will never die. His hammer will ring out freedom, justice and love between the brothers and the sisters forever. ",2,11040779,0.2432,0.2055,0.1747,0.1164,0.0753,0.0514
86096,"Mick Womersley at Unity College sent this note by email: <br /><br />ete Seeger, American folk pioneer and Friend of Andy (FoA?) recently passed and is being celebrated on DotEarth. One missing voice in the American coverage of Pete's death is his sister Peggy, still alive and kicking, an American folk singer and left-wing personality in her own right. Peggy provided her own short statement on the death of her brother, which you can read in todayâ€™s Guardian here.<br /><br />http://www.theguardian.com/music/2014/jan/29/peggy-seeger-tribute-pete-seeger<br /><br />Peggy married Ewan McColl, another radical folk singer, only British. Peggy and Ewan made their lives in Britain, were not blacklisted, and indeed performed on the BBC throughout the late fifties and early sixties. The best known song from Peggy would probably be Ewan's ""The First Time Ever I saw Your Face,"" a haunting love song. If you have never heard this song, seek it out, especially if you can find one of Peggyâ€™s recordings. Her voice has its own special quality, much like her brotherâ€™s. Not classically- or pitch-perfect, but beautiful nevertheless and perfect for folk music, which after all is meant to be accessible and participatory.<br /><br />One interesting question is, ""How come Pete was blacklisted in the US and Peggy wasn't in the UK?"" The full answer to that, which might take several weeks of useful historical, cultural, and philosophical unpacking, takes you to the heart of seemingly slight, but often deep-running differences between the US and UK political economies. The British, to their credit, have mostly avoided what historian Richard J. Hofstadter famously called, in a eponymous Harperâ€™s article, â€œThe Paranoid Style in American Politics.â€ù And for good reason.<br /><br />Once we get over the loss of Pete, we might fruitfully consider both the blacklisting episode in his life, and McCarthyism in general, and compare the popular politics of that that period to that of today, particular in the 112th Congress. There are a lot of lessons to be learned. One might be that name-calling and blacklisting are the politics of the playground and the high school clique, and one might easily live to regret participation in either. Except for the discordance, such things might be to the politics of a democracy what classical standards of perfect pitch are to music, barriers to accessibility and participation. Those who are not excluded by the name-calling are put off by the ugly tone.<br /><br />Luckily for us, Mr Seeger survived to sing us into the twenty-first century, while Senator McCarthy did not.<br /><br />Hatred will get you every time. Internally, that is. Whereas music, it seems, may contribute to a healthy and productive old age. <br /><br />Peggy came to our small college a few years ago. I got to say ""hi"". That was important to me because I was motivated by the songs, long, long ago (and still am). <br /><br />Iâ€™m sorry to have lost Pete. But weâ€™ll always have his songs. And we still have Peggy.<br /><br />",2,11061908,0.2837,0.1871,0.1429,0.0785,0.1207,0.0926
68422,"""To My Old Brown Earth"" is my very favorite Pete Seeger creation.  Although he admonishes us not to cry, I do, every time I read it.",9,11038585,0.2917,0.2917,0.2083,0.2083,0.0417,0.0417
71226,"Oh Andy, you made me cry.  The last time I saw Pete Seeger was several years ago at the stone church in Garrison where we were gathered to celebrate the passing of a mutual friend.  My husband  and I were in the last row when Pete and Toshi came in just a little late.  She sat in her wheelchair in the aisle, he sat next to us.  The choir sang To My Old Brown Earth to close the ceremony.  As we all joined the chorus, there he was, radiant, joyful, one friend come pay to say goodby to another.  He and Toshi were frail. I sensed as he sang the words that  he sang for himself as well as for our friend.  That is how I will remember him, knowing his time was coming, still full of joy, still singing.",1,11041301,0.2296,0.1926,0.1926,0.1111,0.0815,0.0741
71220,"We are commanded, ""Make a joyful noise unto the LORD, all the earth: make a loud noise, and rejoice, and sing praise."" (Psalms 94:8 KJV)<br/><br/>None did it better than Pete Seeger...",1,11040797,0.3529,0.2941,0.2353,0.2059,0.0882,0.0882
65439,This machine surrounds hate and forces it to surrender.  ,26,11036611,0.2222,0.2222,0.3333,0.3333,0,0
74771,"How appropriate and moving that Pete Seeger, who did so much to make us aware of the need to protect and restore his beloved Hudson and rivers across the land, was serenaded in his final hours with the song ""River.""  May his spirit continue to flow wild and free like a river.",2,11047331,0.2449,0.2041,0.1837,0.1837,0.1429,0.1429
85643,"To aspire for all that is good....I will miss you old friend, I will miss you.",1,11061396,0.0588,0.0588,0.2353,0.1765,0.1176,0.1176
68390,"I have expected he would inevitably leave us. Like the closing of a well-read book that you don't want to end. What a giant in my life. He taught me through song and through example. Like so many, I am better for his influence. ",3,11039425,0.1628,0.1628,0.186,0.186,0.0698,0.0698
107673,"Pete touched so many people, and I am grateful for Andy's personal recollections.  I wish I could have mustered up the energy to have gone to the funeral home in Beacon earlier today, but I just couldn't do it.  It strikes me that so many people feel a connection with Pete because of his music, because whenever you saw him in concert, it was less of a concert than a participatory experience.  We all felt as if he were our best friend, our grandfather, our teacher, our musical selector.  Some have criticized his early political choices; however, in an amazing series of interviews he has done with Alan Chartock on WAMC, Pete himself admits that he has made mistakes.  Haven't we all?  But the music is the glue that has held us all together for lo these many years.  When Andy made his own recording--the one from which ""Breakneck Ridge"" is taken--it was a real labor of love, inspired in many ways by Pete, and includes so many fine musicians that it has that ""Sloop SInger"" feel to it.  Pete's legacy is an indelible one, even on the hearts and minds of those who didn't agree with him politically.  His half- sister, Peggy, wrote a song called ""It's Pete,"" in which she says that he could even make the rocks on the side of the river sing along.  Indeed, he could.  ",4,11081520,0.2294,0.1905,0.1818,0.0952,0.0866,0.0693
107660,"While Pete Seeger will be remembered for his love and his commitment to and for the Earth, his unquestioned integrity will be what I will always cherish. As a visitor to New York who stayed awhile a half century ago, I was walking by a church with a sign Free Concert in front. I wandered in and there was Pete serenading a bunch of 5 year olds with This is Your Land. The look on their faces and Pete's love hooked me forever. His passing leaves a giant hole in what's left of our national integrity.",6,11074245,0.2967,0.2527,0.1648,0.1099,0.044,0.044
