Comment Body,Display Name,Latitude,Location,Longitude,Status,User Comments,User ID,userID (userscores.csv),Approve Date,Article Relevance,AV Gcommentspermonth,AVG Brevity,AVG Personal XP,AVG Picks,AVG Readability,AVG Recommendation Score,Brevity,Comment Sequence,Conversational Relevance,Editors Selection,Number of Records,Personal XP,Readability,Recommendation Count,Recommendation Score,Times People
"I\'ll have to see if I can find a full text of the speech somewhere.<br/>The other piece of this puzzle is the use of lethal force/violence on a way too frequent basis. Not just in the interactions with minorities.<br/>In movies we see police wing the bad guy all the time. But in real life police are trained to shoot to kill.<br/>They are treating their jobs similarly to a tour of duty in a hostile nation. Neutralize the \'enemy\' and \'dont leave a guy behind\'. When frankly it should be the opposite. In a life threatening situation, an office SHOULD err on the side of caution, even if it means putting their own lives in jeopardy. The role of peace officer is to protect and serve our community by enforcing it\'s laws. One of these laws is a prohibition on murder. Using murder or the threat of same to \'protect and serve\' is a perversion. ",Calaverasgrande,37.804456,Oakland,-122.271356,approved,api.nytimes.com/svc/community/v2/comments/user/id/65155640.xml,65155640,65155640,"1,423,847,625",0.169996132,3,86.94871795,0.021763174,0.064102564,21.95897436,4.179487179,160,"14,128,231",0.276309686,0,1,0.024096386,28.6,2,0.693147181,1
"that is a very good point. I used to work nightclub security. I pretty much never used force for months and years at a time. De-escalation was my main tactic. Dragging a drunk frat boy out the back door was the last recourse. They usually walked themselves out.<br/>Far too often police escalate situations needlessly, or they render the situation in terms of military combat, which can only have negative consequences. ",Calaverasgrande,37.804456,Oakland,-122.271356,approved,api.nytimes.com/svc/community/v2/comments/user/id/65155640.xml,65155640,65155640,"1,423,847,625",0.072522424,3,86.94871795,0.021763174,0.064102564,21.95897436,4.179487179,72,"14,128,297",0.122058168,0,1,0.04109589,22.2,0,0,1
that is an excellent point and a great idea.,Calaverasgrande,37.804456,Oakland,-122.271356,approved,api.nytimes.com/svc/community/v2/comments/user/id/65155640.xml,65155640,65155640,"1,423,847,669",0.005010391,3,86.94871795,0.021763174,0.064102564,21.95897436,4.179487179,9,"14,128,320",0.028283479,0,1,0,6,1,0,1
"You\'ve greatly misunderstood what Mr Comey has said, mostly likely because you yourself have a perceptual bias (which is near universal; don\'t take that as an insult). His point was not that police officers should be excused for having bias, but to recognize that the bias exists and forms subversively due to the way officers interact with the population now.<br/><br/>It is not sufficient to just tell someone to \""stop being like that\"". You have to understand HOW they came to that condition in the first place so that (1) you can help them recognize that their bias, why it has formed, and how to counter it; and (2) you can try to prevent it from happening to others in the first place. His suggestion to increase community policing efforts is specifically directed at goal (2), and his request for more data is directed at goal (1).<br/><br/>Police aren\'t some weird \""other\"". They\'re people, who have the same cognitive issues that all humans have. The vast majority are good people, who may sometimes do bad things with good intentions; and without even realizing they may be acting with an inaccurate perception of the world around them. Everyone is subject to this, and we all need to be cognizant of it and deal with it.",Charles,37.804456,Oakland,-122.271356,approved,api.nytimes.com/svc/community/v2/comments/user/id/32547582.xml,32547582,32547582,"1,423,779,311",0.150204336,1.933333333,112.0275862,0.012521683,0.006896552,25.29517241,4.655172414,218,"14,121,265",0.254736889,0,1,0.004504505,34.3,6,1.791759469,1
"The white teenagers you pulled over probably had not had the experience of being pulled over time and again. They probably had not had the experience of being yanked from their cars, told to face nose to asphalt with a gun to their heads. They probably were not followed every time they walked into a store. They probably had no reason to fear or hate the police.  ",Sherry Wacker,37.804456,Oakland,-122.271356,approved,api.nytimes.com/svc/community/v2/comments/user/id/66210509.xml,66210509,66210509,"1,423,847,934",0.069386651,33.28125,79.86760563,0.039408323,0.044131455,20.37267606,15.43286385,67,"14,129,062",0.163908899,0,1,0,15.2,3,1.098612289,1
"I ruefully shake my head when I read the comments about how \'the Black community\' needs to clean up its act. The commenters obviously can\'t comprehend the fact that \'the Black community,\' aka, Blacks in America, have been systematically denied rights, opportunities, and power for a very long time, and we are all reaping the results. The commenters also do not experience what nearly every Black person experiences daily; the judging of their innocence or guilt solely by their race.",Jim Puskar,37.804456,"Oakland, CA",-122.271356,approved,api.nytimes.com/svc/community/v2/comments/user/id/26680043.xml,26680043,26680043,"1,423,768,305",0.105743244,0.108695652,61.4,0.057047412,0,18.58,18.2,81,"14,118,804",0.246783192,0,1,0.048192771,22.2,14,2.63905733,1
"Teaching the psychology of unconscious biases, stereotyping, inclusion, and stereotype threat should be part of every policeman\'s training -- teachers and social workers as well. The success of whatever policies are put into place will depend partly on the level of social and psychological sophistication of all these public-service professionals.",Kathryn,37.870839,Berkeley CA,-122.272864,approved,api.nytimes.com/svc/community/v2/comments/user/id/51589320.xml,51589320,51589320,"1,423,804,521",0.031761919,0.343283582,86.34782609,0.014312932,0,23.20434783,8.217391304,51,"14,124,214",0.064694974,0,1,0,21.5,12,2.48490665,1
Hats off to Mr. Comey.  Racism is alive and well in this country.  He proposes ways for us to address this awful fact.  Until we do this country will never be as great as the potential it has.  I challenge those colleges to take a good portion of the money spent on athletics and put it into helping us undue racism.  Take a look at how much change has been created by title IX that gave women a stronger impetus in athletics and helped make them more confident people thus making us a stronger country.,bb,37.870839,"berkeley, ca",-122.272864,approved,api.nytimes.com/svc/community/v2/comments/user/id/27920024.xml,27920024,27920024,"1,423,791,940",0.040869189,2.107142857,70.83050847,0.023465085,0.02259887,20.08983051,24.30508475,95,"14,122,464",0.07887177,0,1,0.052631579,25,2,0.693147181,1
"When something like 4% of the population, black men under 30, commit over half of all felony crime in the US is it asking too much for black leaders to address the prevalence of crime in their communities? Cries of bias are heard over and over yet not a word is spoken, or so it seems, about the troublesome amount of crime committed by African American men. Police are human, perhaps there is a reason for this frame of mind.",bbrennan,38.106198,"Novato, Ca.",-122.568119,approved,api.nytimes.com/svc/community/v2/comments/user/id/47155046.xml,47155046,47155046,"1,423,770,335",0.11655983,1.181818182,36.92307692,0.025618638,0,14.82307692,5.576923077,80,"14,119,106",0.35653698,0,1,0.0125,17.2,38,3.63758616,1
"These Statistics are correct... I say that rather than try to change what is a Natural Human Response (Attitude based on experience), which is something that cannot realistically be accomplished, that we rather focus on the one thing that can be changed... Black Crime.<br/><br/>Maybe it is time the Black Doctors, Lawyers, and Professionals ... those Law Abiding Citizens... address the Cultural Problem with Crime among their Ethnic Group... And stop pretending the Views many outside of that culture have are not rooted in a real issue. The real issue BTW is the Incredibly High crime rates within the African American Community and how this Cultural Behavior shapes the Views the rest of the Country and frankly world have in regards to the African American Community.<br/><br/>Maybe it is time that African American Leaders and those \'Law Abiding\' Citizens become a Little more active within these Communities in terms of Controlling the Crime Rates or at least acknowledging the Issue is real.<br/><br/>Maybe it is time to lay the blame for the Perceptions the rest of the Nation have in regards to African American Males and Crime where it belongs... On the back of the African American Males that are committing the Crimes at such high rates, thus creating the very profile the \'Law Abiding\' citizen is being seen as. Maybe it is time to lay blame where blame is truly due.. On a African American Culture that is woefully failing its Children. ",James,38.627273,St Louis,-90.197889,approved,api.nytimes.com/svc/community/v2/comments/user/id/71267055.xml,71267055,71267055,"1,423,779,258",0.128309279,0,242,0.008064516,0,36.6,5,242,"14,121,131",0.305908782,0,1,0.008,36.6,5,1.609437912,1
"Bravo, Director Comey. You are an investigator of truth and refreshing voice in this time of polarizing media. I encourage all readers to explore Comey\'s other perspectives on other societal issues",VCR,38.627273,St. Louis,-90.197889,approved,api.nytimes.com/svc/community/v2/comments/user/id/71279745.xml,71279745,71279745,"1,423,864,007",0.055490296,0,32,0.032258065,0,17.2,5,32,"14,131,927",0.067036213,0,1,0.03125,17.2,5,1.609437912,0
What was worse was all the white bloggers trying to justify the police actions at the time as I recall.  I bet that was the memory that stuck for Mr. Gates.,Andy Tobias,38.725178,Colorado,-105.607717,approved,api.nytimes.com/svc/community/v2/comments/user/id/62375430.xml,62375430,62375430,"1,423,773,721",0.115553215,0.5,44,0.030648623,0,15.75555556,6.222222222,31,"14,119,942",0.19620424,0,1,0.064516129,15.2,1,0,1
Where did you get those numbers? They are very different from most statistics I have seen. There are many more white people in this country; thus most crimes are committed by white people. Even the  Inclusion of drug offenses should not produce such a distorted percentage.,Dee,38.725178,Colorado,-105.607717,approved,api.nytimes.com/svc/community/v2/comments/user/id/35691347.xml,35691347,35691347,"1,423,773,874",0.049731335,1.234567901,89.32,0.020017614,0.03,22.778,11.8,46,"14,120,399",0.228424707,0,1,0.02173913,19,0,0,1
"\""For in the final analysis, our most basic common link is that we all inhabit this small planet. We all breathe the same air. We all cherish our children\'s futures. And we are all mortal.\""  ~ John F. Kennedy",Centrist35,38.744947,"Manassas, VA",-77.482444,approved,api.nytimes.com/svc/community/v2/comments/user/id/67553881.xml,67553881,67553881,"1,423,839,799",0.060728144,6.818181818,83.46,0.029002891,0.06,21.414,10.7,39,"14,125,001",0.019401314,0,1,0.153846154,16.3,2,0.693147181,1
"Yes there\'s racism in the US, both white and black racism.  But I don\'t think that\'s the issue with excessive use of lethal force by police. It\'s the prevalence of guns in poor inner city ghettos.  There are over 300 million guns in circulation in the US. Poor ghettos generate crimes of theft, drugs, violence, and murder  in a way that\'s not true of other neighborhoods.  Armed criminals in ghettos constitute a war zone.  We ask police officers to exercise restraint, but their lives are at risk.  So far I\'ve said nothing about race.  But now we add race: inner city poor ghettos are today mostly black.  So it\'s easy to say that racism is the root cause. I don\'t believe it is.  Rather guns and poverty are the root cause, with the crime that follows as the proximate cause.  Yes there\'s racism, but that\'s not the path to solving the problem.  The immediate solution is gun control and \""community policing.\""  The longer term solution is education and jobs.",Ron Alexander,38.881385,"Oakton, VA",-77.300647,approved,api.nytimes.com/svc/community/v2/comments/user/id/30340534.xml,30340534,30340534,"1,423,855,097",0.15480995,3.376470588,90.74216028,0.025352425,0.024390244,22.53902439,10.97560976,179,"14,129,890",0.339909586,0,1,0.039106145,34.3,3,1.098612289,1
"Your suggestion of \""volunteer work\"" seems to imply that communities in which police-citizen relations are particularly bad are in need of help by an outside population. Yes, these communities are overwhelmingly poor and underserved, and yes, much more positive/human interaction is needed between police and communities, but sending \'help\' only serves to deepen the perception that one group (privileged whites) possesses the keys to the others\' (poor blacks\') liberation. ",AB,38.893715,DC,-76.987793,approved,api.nytimes.com/svc/community/v2/comments/user/id/64913232.xml,64913232,64913232,"1,423,773,925",0.112195149,0.285714286,62.5,0.037037037,0,19.7,3.5,71,"14,120,519",0.336610946,0,1,0,22.2,0,0,1
"While candor and change are needed we have to do all this enlightening and humanizing while enforcing the law.  Any perceived let up of the dedication to bring down crime will backfire many times over.  Real gangs and, what is more pervasive, gang culture are sadly here to stay but we are not doing anywhere near enough to reject what gang culture stands for or to change those we have caught.  By all accounts the current court and penal system in this nation is regressive and dysfunctional leading to very little correction and even more ruined lives.  By all accounts our media relentlessly glorifies gang culture lavishing its icons with wealth and awards every year.  We literally shower the blind clerics of this failed terrorist ideology with praise and of course we have nothing good to show for it.",Alex,38.893715,DC,-76.987793,approved,api.nytimes.com/svc/community/v2/comments/user/id/44455958.xml,44455958,44455958,"1,423,840,223",0.058269718,4.106382979,108.611399,0.029181113,0.088082902,24.99067358,9.357512953,139,"14,125,266",0.08687657,0,1,0.043165468,29.7,1,0,1
"I don\'t think many people believe that police are the root cause of problems in poor communities. Bad schools and poor employment opportunities are the far bigger issue. However, Lisa Bloom pointed out interesting statistics last night on CNN. Minorities were more likely to be stopped in New York but whites were more likely to have contraband when stopped. Things like that cannot just be glossed over.",George,38.893715,DC,-76.987793,approved,api.nytimes.com/svc/community/v2/comments/user/id/68849112.xml,68849112,68849112,"1,423,847,625",0.089355022,19.36363636,32.45539906,0.028273767,0.004694836,13.43849765,5.300469484,68,"14,127,570",0.219894448,0,1,0.014705882,21.5,3,1.098612289,1
This is an extraordinary admission from an FBI director that I had heretofore had little regard. I might have been wrong...,Matt,38.893715,DC,-76.987793,approved,api.nytimes.com/svc/community/v2/comments/user/id/4617377.xml,4617377,4617377,"1,423,770,335",0.049228026,9.317460317,160.8875639,0.026955736,0.146507666,30.26098807,42.29982964,21,"14,119,032",0.084801124,0,1,0.095238095,8.3,5,1.609437912,1
"They are the first group called because that\'s their job.  They aren\'t performing charity.  If they dont like it, they should quit.  We hope that when they do come they won\'t shoot unarmed citizens, needlessly paralyze folks, or lie to cover anything up. Fingers crossed.",Stacy,38.893715,DC,-76.987793,approved,api.nytimes.com/svc/community/v2/comments/user/id/67880498.xml,67880498,67880498,"1,423,847,935",0.048639173,15,33.16666667,0.020030323,0,13.32,2.033333333,48,"14,129,134",0.05350581,0,1,0.020833333,15.2,0,0,1
"I am not intending to dislodge any of the valuable focus on the issues of race in coming to terms with the relationship between police figures and black males, but I would like to point out that this an issue of violence as well.  Society seems to be rightfully incensed by the recent swath of deaths of men of color.  Color and race are powerful concepts that evoke emotion.  Violence is something that many are desensitized to.  Is it wrong that these men were unfairly targeted, or is it wrong that they were killed?  I would hope that this dialogue being opened by Mr. Comey also addresses the violence committed by the police.  I am not afraid of the police because they are white, I am afraid of them because they have guns, and they rely on guns to get through situations that would require much skill, finesse, and fear of harm to resolve in a non-violent manner.      ",Andy Basabe,38.894955,Washington,-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/67382039.xml,67382039,67382039,"1,423,860,885",0.170899716,0,159,0.031446541,0,31.3,4,159,"14,131,444",0.328418971,0,1,0.031446541,31.3,3,1.098612289,0
"A commendable position by Mr. Comey, to be sure. However, it amounts to mere ethereal posturing unless, of course, his critique is implemented with tangible and specific rules, regulations and and effective oversight of law enforcement. That will not happen without public support.<br/>.<br/>Mayor de Blasio\'s new-and-improved police chief, Bill Bratton, just said this: \""Asked whether the penalty for resisting arrest should be increased from a misdemeanor to a felony, Bratton said he supported the idea.\""  It seems (per a recent analysis by Vox) that 40% of NYPD \""resisting arrest\"" charges are issued by 5% of police.  It\'s reasonable to assume that \""resisting arrest\"" is a marker for bad policing used by those elements of the force who regard immediate, unquestioning and absolute compliance as a challenge to authority. The charge mostly falls on (you guessed it), black people.<br/><br/>Unless Comey and like-minded \""reformers\"" are willing to undertake a crusade in support of reform and back up rhetoric with action, it\'s going to be more of the same...or worse.",K.A. Comess,38.894955,Washington,-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/23231443.xml,23231443,23231443,"1,423,776,913",0.186867608,6.964285714,100.7042735,0.014679114,0.066666667,25.61880342,21.74017094,176,"14,120,889",0.239792808,0,1,0,36.2,3,1.098612289,1
"When the FBI director was asked about disparate arrest and imprisonment of minorities for drug crimes (even though they use less drugs less than whites) Mr. Comey said demand for drugs comes from the working Caucasian community. How long are we going to continue to put minority youth in prison for drug crimes when it\'s whites in white neighborhoods using them? The old Republican pull yourself up with your own bootstraps personal responsibility mantra only serves only to absolve themselves of responsibility to help fix these problems, and help repair these neighborhoods and schools that we abandon to poverty and lives of crime that we perpetuate. These are huge problems to try to solve, but to put it all on the poor in those neighborhoods is arrogant and irresponsible. <br/><br/>Here is one easy solution to a lot of the problems, though. Pay workers a living wage. No more of these junk jobs at Walmart and McDonald\'s that keep people in poverty and encourage crime. We need to get back to basic principles and decide if it\'s a job worth doing it\'s a job worth a living wage, and right now minimum wage is half in real terms what it used to be. The halving of wages at the bottom of the wage scale drags all wages down and inflicts the most misery on minority neighborhoods. Republicans and the business community need to step up, take personal responsibility, and stop profiting from this misery. Give these boys the means to survive and watch their neighborhoods and families heal and thrive.",Sherry Jones,38.894955,Washington,-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/39291845.xml,39291845,39291845,"1,423,773,538",0.094741516,19.14893617,124.3933333,0.024212449,0.048888889,27.03288889,31.29222222,263,"14,119,668",0.226647349,0,1,0.01509434,44.3,7,1.945910149,1
"Volunteer work in local communities should be part of the job description and training, as well as part of the curriculum from grade school through college. We all need community training and better understanding of each other. I don\'t mean a 2-hour seminar, or annual bake sale,  but regular volunteer work on a consistent, long-term basis. People, not just police, may be less likely to reach for the trigger when their instincts are more finely tuned to understanding their communities and each other. ",JJ,38.894955,Washington DC,-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/69214840.xml,69214840,69214840,"1,423,772,683",0.050169971,2,167.5,0.02213815,0,31.3,36,86,"14,119,378",0.189666724,0,1,0.023255814,22.2,1,0,1
"The presumption of black guilt, which is at the heart of the Director_s speech, has been cemented in the American consciousness for almost 500 years.  For Black people, and black males in particular, there is no safe harbor.  <br/><br/>As history and current events clearly illustrate, the presumption is not confined to geographical or socio-economic boundaries.  It extends from impoverished neighborhoods, to upper class neighborhoods where black Harvard professors live, to elite ivy- league college campuses where black males are students.<br/><br/>The cops are only the leaves of the poisonous tree of institutional and systemic racism.",Bo,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/63261153.xml,63261153,63261153,"1,423,772,694",0.091796691,1.903225806,74.79661017,0.012870383,0.084745763,21.40508475,11.62711864,96,"14,119,417",0.218886218,0,1,0,28.6,3,1.098612289,1
"I don\'t understand \""quota system\"" Please explain.",Quatt,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/58751485.xml,58751485,58751485,"1,423,847,934",0.004005216,2.285714286,51.7421875,0.032373982,0.015625,16.9640625,6.078125,8,"14,128,962",0.02668962,0,1,0.125,8.3,0,0,1
"How many white criminals were punished for the sweeping fraud that was at the heart of the financial meltdown? Study after study consistently shows that at every level of the criminal justice system, blacks are treated more harshly than whites, from the decision to arrest, to the pleas bargain offered to the sentence given. In many cities, the war on drugs barely touches the thousands of whites who engages in the purchase and sale of illegal drugs with something approaching impunity. It is rather odd to suggest that preserving that unequal application of criminal law should be a priority.",RTB,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/14703814.xml,14703814,14703814,"1,423,847,934",0.055843907,10.1372549,77.64216634,0.016814816,0.01934236,21.08916828,9.444874275,99,"14,128,874",0.20639628,0,1,0,28.6,3,1.098612289,1
"Jail is different from prison. Jail is where people accused of crime are held until trial if they can\'t make bail and where people sentenced to terms of less than one year are held to serve their sentences. <br/><br/>According to the bureau of justice statistics, in the federal prison system, 7.9% of inmates are there for violent crimes, meaning the vast majority of federal inmates are serving time for non-violent offenses. <br/><br/>In state prisons, where the majority of US inmates are held, approximately half of inmates are serving time for violent crime; half are serving time for non-violent crime. The term \""violent crime\"" includes everything from simple assault to murder.",RTB,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/14703814.xml,14703814,14703814,"1,423,847,934",0.022521709,10.1372549,77.64216634,0.016814816,0.01934236,21.08916828,9.444874275,114,"14,129,057",0.134400935,0,1,0.008474576,27.5,1,0,1
"More like less than 50% of the time they\'re right. The other 50%, they\'re wrong but refuse to acknowledge it.",RTB,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/14703814.xml,14703814,14703814,"1,423,857,038",0.02049814,10.1372549,77.64216634,0.016814816,0.01934236,21.08916828,9.444874275,22,"14,130,873",0.04087307,0,1,0,10.1,0,0,1
"Nonsense. Have you done a poll of every country with a black population? It\'s news to me that blacks are over-represented in the criminal gangs currently terrorizing Mexico and parts of central and South America.  Have you ever been to Ghana or Botswana or Namibia? I have and did not found friendly welcoming peoples. Have you been to Bermuda or Grenada? <br/><br/>Your remark is as true as observing that there isn\'t a single white dominated society anywhere that isn\'t characterized by extreme bias or racism against some group, whether racial or ethnic. Perhaps it is reasonable to conclude that some sort of intrinsic white racism is the reason for this. ",RTB,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/14703814.xml,14703814,14703814,"1,423,863,996",0.070178052,10.1372549,77.64216634,0.016814816,0.01934236,21.08916828,9.444874275,114,"14,131,843",0.213868313,0,1,0.017241379,25,10,2.302585093,1
"President Obama has been consistently measured and thoughtful when discussing these issues. Of course, he\'s black, so that undermines his legitimacy in the eyes of the racial right. Had Obama or Holder delivered the exact same speech word for word, the condemnation would be rolling in from the right.",RTB,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/14703814.xml,14703814,14703814,"1,423,857,032",0.092595986,10.1372549,77.64216634,0.016814816,0.01934236,21.08916828,9.444874275,50,"14,130,841",0.13074163,0,1,0,15.2,3,1.098612289,1
"That is an all too human reaction -  to racialize your negative experiences, but I have no doubt that if whites were doing these awful things, you would not attribute their behavior to being white. You\'d find some other characteristic to use to identify them and distinguish them from yourself.  I saw this when living in London when groups of (white) toughs would roam the streets after soccer matches roughing up and scaring people.<br/><br/>So when a black person lawfully going about his business who has no interest in you encounters you with your now intense racial fears and biases and you cross the street or lock your car door or grab your purse or glare or whatever you do to deal with your fear, consider that that person also may develop a very rational wariness, distrust and dislike of white people based on his PERSONAL experiences of constantly being treated presumptively like a threat. Perhaps then when you hear that a substantial percentage of black people still dislike and distrust whites as a group (after all who likes someone who dislike you?), you\'ll understand that it has nothing to do with slavery and everything to do with the personal interactions they have with people who have racialized their negative experiences while no doubt insisting that they always have a right to be treated as individuals.",RTB,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/14703814.xml,14703814,14703814,"1,423,855,417",0.087248924,10.1372549,77.64216634,0.016814816,0.01934236,21.08916828,9.444874275,227,"14,130,200",0.244977412,0,1,0.008733624,38.4,2,0.693147181,1
"The problem is that all too many people, white people in particular, see a middle-aged black man in a suit and tie and assume he must be up to no good if they don\'t know who he is and why he is where he is. Or just a black guy in jeans minding his business. This is not about clothes. This is about race. ",RTB,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/14703814.xml,14703814,14703814,"1,423,847,934",0.10868328,10.1372549,77.64216634,0.016814816,0.01934236,21.08916828,9.444874275,66,"14,128,780",0.268551144,0,1,0,19.9,1,0,1
There is no racism? Rather sweeping declaration that defies almost every objective study showing the pervasiveness of racial bias in our society. Perhaps what you mean is that racism motivated by something other than mindless hatred should be called something else? No sure what that would accomplish other than to make people more comfortable with their biases. Not sure why that would be a good thing.,RTB,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/14703814.xml,14703814,14703814,"1,423,847,934",0.038515798,10.1372549,77.64216634,0.016814816,0.01934236,21.08916828,9.444874275,66,"14,128,818",0.10965009,0,1,0.015151515,22.9,0,0,1
"I am black and female and have two college degrees and live in the  predominantly white neighborhood of Capitol Hill in Washington, DC.  One night I decided to jogging even though it was late.  As I stopped to walk part of the way on the Captiol grounds a white cop approached me and asked wearily, \""What are you doing?\""  \""Running,\"" I said innocently.  He let me go.  A few yards away his black partner was sitting in the police car.  I walked over to him.  \""What\'s with him?\""  The black cop smiled and answered with some sort of joke. to smooth over the situation.  Here\'s what white people don\'t understand: black people don\'t see white police officers as protectors. We see them as someone who has power over us and may accuse us of doing something wrong.  Was this white cop\'s first thought to protect a woman out alone at night?  No.  I believe he was accusing me of being up to something because I was out late at night in a predominantly white neighborhood.  I have to hope when I see two cops in a squad car that one of them will be black like me.  Someone who will recognize from my demeanor, speech pattern, etc. that I am actually a law-abiding, middle class, educated American and not a criminal.  I think that Mr. Comey could also have mentioned that people who are drawn to law enforcement may naturally be the suspicious type.  This is bad news if you\'re black.<br/><br/>Theresa<br/>Washington, DC",tspinner,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/57502463.xml,57502463,57502463,"1,423,847,625",0.202554833,0.24137931,114.1428571,0.038251789,0.142857143,25.52857143,3.714285714,260,"14,128,261",0.450417005,0,1,0.075757576,35.3,7,1.945910149,1
"Kevin, thanks for asking.  I think they are class/education cues.  Speaking \""properly\"" versus using poor English.  Being calm instead of shifty or evasive.  For someone who is viewing you with suspicion your behaving \""correctly\"" in their mind may allay their negative impressions.  But I know what you mean.  It shouldn\'t matter but it does and remember these guys have real power over you.  ",tspinner,38.894955,"Washington, DC",-77.036646,approved,api.nytimes.com/svc/community/v2/comments/user/id/57502463.xml,57502463,57502463,"1,423,866,199",0.027962305,0.24137931,114.1428571,0.038251789,0.142857143,25.52857143,3.714285714,65,"14,132,120",0.058030734,0,1,0.030769231,22.2,1,0,1
"It\'s about training. When someone is trained to believe that everyone is a suspect until proven otherwise they\'re going to over react. Over reacting with firearms results in death. Most cops are good cops, but there are too many of them who enjoy the adrenaline of fear. Used to be that cops were trained to assess the situation before acting. Now they act first, based on fear. <br/><br/>Thank you Mr. Comey for a first step toward addressing the fear factor. ",Vanessa Hall,38.898651,"Millersburg, Missouri",-92.123516,approved,api.nytimes.com/svc/community/v2/comments/user/id/5310634.xml,5310634,5310634,"1,423,765,394",0.039833327,16.01176471,65.00881705,0.02442087,0.024246877,18.50529023,36.09184423,82,"14,118,852",0.116329317,0,1,0,21.5,13,2.564949357,1
"That\'s all very well, but not a word about accountability. There seems to be a powerful desire to deny that lack of accountability for police misdeeds is what caused the outrage in Ferguson. Cleveland and Staten Island. Nobody wants to talk about it for fear of being anti-cop. Apparently that includes Mr. Comey. So we\'ll sweep these events under the rug, and nothing will change.  ",Forrest Chisman,38.980668,"Stevensville, MD",-76.3144,approved,api.nytimes.com/svc/community/v2/comments/user/id/63543328.xml,63543328,63543328,"1,423,765,552",0.154308873,9.054054054,51.09253731,0.016609793,0.035820896,17.07253731,10.61492537,68,"14,118,665",0.148092237,0,1,0.014705882,17.2,14,2.63905733,1
"Use of excessive force cannot be blamed on lack of community engagement only.  There needs to be better police training.  When cops get summoned at a scene of trouble, they arrive in a car, kind of protective cocoon. They should be instructed to make quick observations while approaching the scene of reported trouble from distance and as they walk to the spot. They must be trained and held accountable to size up ACCURATELY the personal threat and potential bodily harm. With the current law enforcement practices, a person who is unarmed and has difficulty to follow verbal commands --- due to language barrier or mental incapacity or emotional agitation, etc. --  too often gets assaulted brutally while being frisked and subdued. The police training must balance personnel safety and reasonable empathy. ",Dinesh M.,38.998165,"Great Falls, Va",-77.288316,approved,api.nytimes.com/svc/community/v2/comments/user/id/56888727.xml,56888727,56888727,"1,423,776,844",0.129404221,0.379310345,103.6363636,0.031680118,0,25.70909091,13.36363636,129,"14,120,747",0.202414835,0,1,0,27.5,5,1.609437912,1
"@Paul from White Plains (no irony intended, one hopes), you clearly skipped over the historical context eloquently delivered by Director Comey and returned (like a dog to its vomit) to the tired old arguments for respectability politics. FYI, civil rights",Josy Will,39.027783,"Mission, KS",-94.655791,approved,api.nytimes.com/svc/community/v2/comments/user/id/56781528.xml,56781528,56781528,"1,423,766,830",0.05055218,30.85294118,41.09675882,0.027816301,0.010486177,15.01577693,55.96949476,40,"14,119,195",0.076333081,0,1,0,16.3,22,3.091042453,1
Thank you for pointing to the truth. This dude is another Hoover.,bruce,39.056597,cal,16.524986,approved,api.nytimes.com/svc/community/v2/comments/user/id/71266118.xml,71266118,71266118,"1,423,773,505",0.006310995,0,12,0,0,8.3,0,12,"14,119,655",0.028758141,0,1,0,8.3,0,0,1
"Finally, someone in a position of authority is willing to speak in a manner that is not an attack on either side of this social issue.  I can identify with his examples, because my father taught me at a very young age to walk on the other side of the street if I thought trouble might lie ahead on the side I was currently walking.  And I lived in an all-white neighborhood.  The perceived sense of potential trouble caused me to act upon that advice on many occasions.  Although you cannot remove racial bias as a contributor to the the current dysfunctional relationship between policing authorities and minority communities, neither can you claim that racial bias is the sole or overarching source of this dysfunction in this relationship..   ",Dexterity,39.084469,Kansas City,-94.56303,approved,api.nytimes.com/svc/community/v2/comments/user/id/46923527.xml,46923527,46923527,"1,423,770,335",0.089105706,0.058823529,112,0.055405728,0,25.13333333,4.333333333,129,"14,118,999",0.191168757,0,1,0.062015504,29.7,9,2.197224577,1
