Class,Age,Sex,Survived,id,Port,AgeInNumbers
Second,Adult,Female,Yes,531,Belfast,60.6226064
Second,Adult,Female,Yes,532,Belfast,65.69226282
Second,Adult,Female,Yes,533,Belfast,76.68370055
Second,Adult,Female,Yes,534,Southhampton,51.00407263
Second,Adult,Female,Yes,535,Cherbourg,69.28845754
Second,Adult,Female,Yes,536,Southhampton,51.49014657
Second,Adult,Female,Yes,537,Belfast,74.92434614
Second,Adult,Female,Yes,538,Belfast,71.70473413
Second,Adult,Female,Yes,539,Belfast,69.13363178
Second,Adult,Female,Yes,540,Cherbourg,64.78723412
Second,Adult,Female,Yes,541,Southhampton,54.55289353
Second,Adult,Female,Yes,542,Cherbourg,65.62082837
Second,Adult,Female,Yes,543,Cherbourg,76.92498009
Second,Adult,Female,Yes,544,Southhampton,36.33021899
Second,Adult,Female,Yes,545,Belfast,77.33734848
Second,Adult,Female,Yes,546,Southhampton,62.85126581
Second,Adult,Female,Yes,547,Cherbourg,86.08882855
Second,Adult,Female,Yes,548,Belfast,85.39016687
Second,Adult,Female,Yes,549,Belfast,66.0475453
Second,Adult,Female,Yes,550,Cherbourg,84.92507871
Second,Adult,Female,Yes,551,Belfast,96.71366946
Second,Adult,Female,Yes,552,Southhampton,43.8181912
Second,Adult,Female,Yes,553,Cherbourg,95.16119972
Second,Adult,Female,Yes,554,Belfast,104.0049392
Second,Adult,Female,Yes,555,Belfast,61.70687055
Second,Adult,Female,Yes,556,Cherbourg,70.56294133
Second,Adult,Female,Yes,557,Cherbourg,89.07966516
Second,Adult,Female,Yes,558,Belfast,81.98511549
Second,Adult,Female,Yes,559,Cherbourg,80.3072975
Second,Adult,Female,Yes,560,Belfast,90.14867483
Second,Adult,Female,Yes,561,Southhampton,51.45187512
Second,Adult,Female,Yes,562,Queenstown,27.09751098
Second,Adult,Female,Yes,563,Cherbourg,86.62530497
Second,Adult,Female,Yes,564,Cherbourg,80.90926587
Second,Adult,Female,Yes,565,Southhampton,59.31578505
Second,Adult,Female,Yes,566,Cherbourg,74.87042959
Second,Adult,Female,Yes,567,Cherbourg,55.94119603
Second,Adult,Female,Yes,568,Southhampton,46.1371437
Second,Adult,Female,Yes,569,Cherbourg,79.40445333
Second,Adult,Female,Yes,570,Belfast,74.71348272
Second,Adult,Female,Yes,571,Southhampton,44.91440376
Second,Adult,Female,Yes,572,Cherbourg,68.31815373
Second,Adult,Female,No,573,Southhampton,61.33509402
Second,Adult,Female,No,574,Queenstown,20.94402142
Second,Adult,Female,No,575,Cherbourg,71.70062176
Second,Adult,Female,No,576,Southhampton,56.05615167
Second,Adult,Female,No,577,Queenstown,38.50735014
Second,Adult,Female,No,578,Southhampton,45.93984113
Second,Adult,Female,No,579,Cherbourg,83.66244156
Second,Adult,Female,No,580,Southhampton,56.00220659
Second,Adult,Female,No,581,Queenstown,31.15753744
Second,Adult,Female,No,582,Queenstown,28.23011705
Second,Adult,Female,No,583,Southhampton,56.0126118
Second,Adult,Female,No,584,Southhampton,58.46954524
Second,Adult,Female,No,585,Cherbourg,69.38223479
Second,Child,Male,Yes,586,Cherbourg,79.23732825
Second,Child,Male,Yes,587,Belfast,89.36221491
Second,Child,Male,Yes,588,Belfast,83.05377681
Second,Child,Male,Yes,589,Cherbourg,83.42507376
Second,Child,Male,Yes,590,Cherbourg,95.62752593
Second,Child,Male,Yes,591,Cherbourg,82.08987119
Second,Child,Male,Yes,592,Southhampton,49.14157514
Second,Child,Male,Yes,593,Belfast,96.62101606
Second,Child,Male,Yes,594,Cherbourg,100.8823567
Second,Child,Male,Yes,595,Cherbourg,66.38809652
Second,Child,Male,Yes,596,Belfast,85.81903953
Second,Child,Female,Yes,597,Cherbourg,80.10916335
Second,Child,Female,Yes,598,Belfast,91.92901188
Second,Child,Female,Yes,599,Cherbourg,85.06283853
Second,Child,Female,Yes,600,Belfast,70.40837833
Second,Child,Female,Yes,601,Belfast,89.03243907
Second,Child,Female,Yes,602,Belfast,61.96657623
Second,Child,Female,Yes,603,Cherbourg,80.34128997
Second,Child,Female,Yes,604,Belfast,55.67885036
Second,Child,Female,Yes,605,Cherbourg,69.89149173
Second,Child,Female,Yes,606,Belfast,103.7688098
Second,Child,Female,Yes,607,Belfast,79.90783786
Second,Child,Female,Yes,608,Cherbourg,72.11575777
Second,Child,Female,Yes,609,Cherbourg,73.57803189
Third,Adult,Male,Yes,610,Southhampton,42.28728006
Third,Adult,Male,Yes,611,Southhampton,49.73061448
Third,Adult,Male,Yes,612,Belfast,83.68894514
Third,Adult,Male,Yes,613,Southhampton,51.56357695
Third,Adult,Male,Yes,614,Belfast,86.46044163
Third,Adult,Male,Yes,615,Southhampton,39.89383417
Third,Adult,Male,Yes,616,Belfast,86.69970917
Third,Adult,Male,Yes,617,Belfast,87.62494598
Third,Adult,Male,Yes,618,Cherbourg,70.56614829
Third,Adult,Male,Yes,619,Southhampton,72.3757456
Third,Adult,Male,Yes,620,Queenstown,24.54487648
Third,Adult,Male,Yes,621,Southhampton,62.13154169
Third,Adult,Male,Yes,622,Southhampton,66.88890814
Third,Adult,Male,Yes,623,Cherbourg,82.49894624
Third,Adult,Male,Yes,624,Southhampton,32.69296729
Third,Adult,Male,Yes,625,Cherbourg,83.86343022
Third,Adult,Male,Yes,626,Belfast,83.50487721
Third,Adult,Male,Yes,627,Cherbourg,79.89501635
Third,Adult,Male,Yes,628,Belfast,64.70851411
Third,Adult,Male,Yes,629,Southhampton,47.51264196
Third,Adult,Male,Yes,630,Belfast,75.18486593
Third,Adult,Male,Yes,631,Cherbourg,75.90160772
Third,Adult,Male,Yes,632,Southhampton,60.33900602
Third,Adult,Male,Yes,633,Belfast,75.43516407
Third,Adult,Male,Yes,634,Cherbourg,86.37374924
Third,Adult,Male,Yes,635,Cherbourg,80.25170079
Third,Adult,Male,Yes,636,Southhampton,40.07226342
Third,Adult,Male,Yes,637,Cherbourg,82.72620607
Third,Adult,Male,Yes,638,Belfast,76.51443839
Third,Adult,Male,Yes,639,Southhampton,58.28218907
Third,Adult,Male,Yes,640,Southhampton,54.34483786
Third,Adult,Male,Yes,641,Queenstown,28.22273306
Third,Adult,Male,Yes,642,Queenstown,22.62351204
Third,Adult,Male,Yes,643,Southhampton,56.40014509
Third,Adult,Male,Yes,644,Belfast,67.78912854
Third,Adult,Male,Yes,645,Southhampton,63.12058868
Third,Adult,Male,Yes,646,Belfast,86.45717504
Third,Adult,Male,Yes,647,Southhampton,53.50917015
Third,Adult,Male,Yes,648,Cherbourg,80.49663122
Third,Adult,Male,Yes,649,Southhampton,45.24294237
Third,Adult,Male,Yes,650,Belfast,72.25764897
Third,Adult,Male,Yes,651,Cherbourg,80.70630944
Third,Adult,Male,Yes,652,Southhampton,40.86514319
Third,Adult,Male,Yes,653,Queenstown,27.91668735
Third,Adult,Male,Yes,654,Belfast,64.92889299
Third,Adult,Male,Yes,655,Southhampton,45.26924999
Third,Adult,Male,Yes,656,Cherbourg,71.42803474
Third,Adult,Male,Yes,657,Cherbourg,72.0777123
Third,Adult,Male,Yes,658,Southhampton,53.08994115
Third,Adult,Male,Yes,659,Queenstown,35.59375759
Third,Adult,Male,Yes,660,Cherbourg,78.69754467
Third,Adult,Male,Yes,661,Queenstown,27.99538533
Third,Adult,Male,Yes,662,Cherbourg,80.06103195
Third,Adult,Male,Yes,663,Southhampton,39.06417091
Third,Adult,Male,Yes,664,Southhampton,44.61383367
Third,Adult,Male,Yes,665,Cherbourg,87.46983665
Third,Adult,Male,Yes,666,Cherbourg,76.77536162
Third,Adult,Male,Yes,667,Southhampton,40.01265085
Third,Adult,Male,Yes,668,Cherbourg,87.40281452
Third,Adult,Male,Yes,669,Southhampton,49.6064051
Third,Adult,Male,Yes,670,Southhampton,74.27650248
Third,Adult,Male,Yes,671,Southhampton,35.522764
Third,Adult,Male,Yes,672,Belfast,71.00971312
Third,Adult,Male,Yes,673,Belfast,102.2621612
Third,Adult,Male,Yes,674,Southhampton,48.24522326
Third,Adult,Male,Yes,675,Southhampton,35.20373328
Third,Adult,Male,Yes,676,Cherbourg,67.69214248
Third,Adult,Male,Yes,677,Queenstown,26.67291923
Third,Adult,Male,Yes,678,Belfast,73.324525
Third,Adult,Male,Yes,679,Southhampton,50.83109693
Third,Adult,Male,Yes,680,Southhampton,32.4966275
Third,Adult,Male,Yes,681,Southhampton,58.74773792
Third,Adult,Male,Yes,682,Southhampton,48.38186495
Third,Adult,Male,Yes,683,Belfast,67.0369346
Third,Adult,Male,Yes,684,Southhampton,30.38168599
Third,Adult,Male,No,685,Queenstown,26.9409326
Third,Adult,Male,No,686,Queenstown,33.12283285
Third,Adult,Male,No,687,Southhampton,43.707189
Third,Adult,Male,No,688,Southhampton,43.06527021
Third,Adult,Male,No,689,Southhampton,44.16518512
Third,Adult,Male,No,690,Southhampton,55.74725173
Third,Adult,Male,No,691,Southhampton,60.59487072
Third,Adult,Male,No,692,Southhampton,28.48909483
Third,Adult,Male,No,693,Queenstown,38.51648385
Third,Adult,Male,No,694,Cherbourg,73.3302871
Third,Adult,Male,No,695,Cherbourg,82.00031891
Third,Adult,Male,No,696,Queenstown,27.57844721
Third,Adult,Male,No,697,Queenstown,33.14632062
Third,Adult,Male,No,698,Cherbourg,96.43101748
Third,Adult,Male,No,699,Queenstown,34.10919224
Third,Adult,Male,No,700,Southhampton,63.06874188
Third,Adult,Male,No,701,Southhampton,47.17505572
Third,Adult,Male,No,702,Cherbourg,99.31737796
Third,Adult,Male,No,703,Southhampton,54.65536406
Third,Adult,Male,No,704,Queenstown,31.86233633
Third,Adult,Male,No,705,Southhampton,25.18390421
Third,Adult,Male,No,706,Cherbourg,76.33649323
Third,Adult,Male,No,707,Queenstown,26.04114732
Third,Adult,Male,No,708,Southhampton,53.09044182
Third,Adult,Male,No,709,Cherbourg,87.48075708
Third,Adult,Male,No,710,Queenstown,36.36144425
Third,Adult,Male,No,711,Southhampton,54.73375664
Third,Adult,Male,No,712,Queenstown,29.58415343
Third,Adult,Male,No,713,Southhampton,45.88892288
Third,Adult,Male,No,714,Southhampton,38.05998115
Third,Adult,Male,No,715,Southhampton,52.54475741
Third,Adult,Male,No,716,Belfast,90.17982567
Third,Adult,Male,No,717,Queenstown,37.0429317
Third,Adult,Male,No,718,Queenstown,36.17842625
Third,Adult,Male,No,719,Belfast,66.6203732
Third,Adult,Male,No,720,Queenstown,38.02914056
Third,Adult,Male,No,721,Southhampton,69.02263912
Third,Adult,Male,No,722,Queenstown,31.34216715
Third,Adult,Male,No,723,Southhampton,48.50170562
Third,Adult,Male,No,724,Southhampton,39.94114168
Third,Adult,Male,No,725,Southhampton,45.02008322
Third,Adult,Male,No,726,Southhampton,47.76296846
Third,Adult,Male,No,727,Queenstown,31.57564003
Third,Adult,Male,No,728,Belfast,74.58808243
Third,Adult,Male,No,729,Southhampton,52.15019226
Third,Adult,Male,No,730,Queenstown,40.69735075
Third,Adult,Male,No,731,Queenstown,20.80645751
Third,Adult,Male,No,732,Southhampton,56.20049056
Third,Adult,Male,No,733,Southhampton,52.99815994
Third,Adult,Male,No,734,Belfast,83.70499169
Third,Adult,Male,No,735,Queenstown,31.03077459
Third,Adult,Male,No,736,Belfast,76.04976823
Third,Adult,Male,No,737,Southhampton,43.22887601
Third,Adult,Male,No,738,Southhampton,41.36254209
Third,Adult,Male,No,739,Southhampton,54.53255959
Third,Adult,Male,No,740,Queenstown,26.10916635
Third,Adult,Male,No,741,Southhampton,52.05339926
Third,Adult,Male,No,742,Southhampton,58.48181914
Third,Adult,Male,No,743,Southhampton,49.39892294
Third,Adult,Male,No,744,Southhampton,51.77415258
Third,Adult,Male,No,745,Southhampton,57.15134545
Third,Adult,Male,No,746,Southhampton,52.72839781
Third,Adult,Male,No,747,Southhampton,68.80341906
Third,Adult,Male,No,748,Southhampton,50.18920084
Third,Adult,Male,No,749,Southhampton,53.73480629
Third,Adult,Male,No,750,Southhampton,56.02516665
Third,Adult,Male,No,751,Southhampton,46.93170692
Third,Adult,Male,No,752,Queenstown,25.06822606
Third,Adult,Male,No,753,Southhampton,62.70175626
Third,Adult,Male,No,754,Queenstown,20.61514818
Third,Adult,Male,No,755,Southhampton,47.20005835
Third,Adult,Male,No,756,Southhampton,52.56990961
Third,Adult,Male,No,757,Southhampton,49.44840615
Third,Adult,Male,No,758,Southhampton,71.20279062
Third,Adult,Male,No,759,Queenstown,37.93823295
Third,Adult,Male,No,760,Southhampton,40.71855311
Third,Adult,Male,No,761,Queenstown,31.98033779
Third,Adult,Male,No,762,Cherbourg,83.32198117
Third,Adult,Male,No,763,Cherbourg,89.11026768
Third,Adult,Male,No,764,Queenstown,29.8414272
Third,Adult,Male,No,765,Southhampton,51.50329482
Third,Adult,Male,No,766,Queenstown,24.33012936
Third,Adult,Male,No,767,Southhampton,51.29547264
Third,Adult,Male,No,768,Southhampton,35.97058192
Third,Adult,Male,No,769,Southhampton,48.04545601
Third,Adult,Male,No,770,Southhampton,53.27372567
Third,Adult,Male,No,771,Southhampton,41.64352833
Third,Adult,Male,No,772,Southhampton,64.69494922
Third,Adult,Male,No,773,Queenstown,31.23204183
Third,Adult,Male,No,774,Cherbourg,86.20839947
Third,Adult,Male,No,775,Southhampton,59.17395826
Third,Adult,Male,No,776,Southhampton,30.60335719
Third,Adult,Male,No,777,Southhampton,66.24799038
Third,Adult,Male,No,778,Queenstown,36.19484976
Third,Adult,Male,No,779,Southhampton,40.2657978
Third,Adult,Male,No,780,Southhampton,59.86420766
Third,Adult,Male,No,781,Southhampton,47.04168741
Third,Adult,Male,No,782,Southhampton,45.06607267
Third,Adult,Male,No,783,Southhampton,45.26727461
Third,Adult,Male,No,784,Cherbourg,77.71796885
Third,Adult,Male,No,785,Southhampton,57.44428258
Third,Adult,Male,No,786,Queenstown,27.2528638
Third,Adult,Male,No,787,Southhampton,49.80683388
Third,Adult,Male,No,788,Belfast,57.15066328
Third,Adult,Male,No,789,Belfast,101.4339178
Third,Adult,Male,No,790,Southhampton,69.61731145
Third,Adult,Male,No,791,Queenstown,42.97427311
Third,Adult,Male,No,792,Belfast,95.3364223
Third,Adult,Male,No,793,Southhampton,35.8693965
Third,Adult,Male,No,794,Queenstown,27.83009223
Third,Adult,Male,No,795,Southhampton,45.06282928
Third,Adult,Male,No,796,Queenstown,39.52570539
Third,Adult,Male,No,797,Belfast,97.5010635
Third,Adult,Male,No,798,Southhampton,45.99237368
Third,Adult,Male,No,799,Southhampton,47.39802743
Third,Adult,Male,No,800,Queenstown,24.99660725
Third,Adult,Male,No,801,Queenstown,25.21081629
Third,Adult,Male,No,802,Queenstown,28.25308321
Third,Adult,Male,No,803,Southhampton,69.43856883
Third,Adult,Male,No,804,Cherbourg,79.63420098
Third,Adult,Male,No,805,Southhampton,58.25696701
Third,Adult,Male,No,806,Cherbourg,102.0697692
Third,Adult,Male,No,807,Cherbourg,89.48871545
Third,Adult,Male,No,808,Southhampton,64.4023536
Third,Adult,Male,No,809,Southhampton,41.77990376
Third,Adult,Male,No,810,Southhampton,43.65669789
Third,Adult,Male,No,811,Southhampton,62.72782687
Third,Adult,Male,No,812,Queenstown,36.25714039
Third,Adult,Male,No,813,Southhampton,54.65314547
Third,Adult,Male,No,814,Cherbourg,76.09533442
Third,Adult,Male,No,815,Queenstown,35.46763822
Third,Adult,Male,No,816,Belfast,89.05095116
Third,Adult,Male,No,817,Southhampton,41.92907446
Third,Adult,Male,No,818,Southhampton,46.43643332
Third,Adult,Male,No,819,Southhampton,53.54669591
Third,Adult,Male,No,820,Southhampton,41.68494543
Third,Adult,Male,No,821,Southhampton,61.05368334
Third,Adult,Male,No,822,Southhampton,34.53615314
Third,Adult,Male,No,823,Queenstown,31.98877261
Third,Adult,Male,No,824,Belfast,58.29248022
Third,Adult,Male,No,825,Southhampton,72.64634071
Third,Adult,Male,No,826,Belfast,86.7034916
Third,Adult,Male,No,827,Queenstown,27.28970589
Third,Adult,Male,No,828,Southhampton,62.06130363
Third,Adult,Male,No,829,Southhampton,41.09158623
Third,Adult,Male,No,830,Queenstown,32.49119139
Third,Adult,Male,No,831,Queenstown,31.44876579
Third,Adult,Male,No,832,Queenstown,22.16502292
Third,Adult,Male,No,833,Queenstown,32.47670341
Third,Adult,Male,No,834,Queenstown,38.19810544
Third,Adult,Male,No,835,Southhampton,70.74980098
Third,Adult,Male,No,836,Belfast,83.80939557
Third,Adult,Male,No,837,Southhampton,46.02221125
Third,Adult,Male,No,838,Cherbourg,106.3324956
Third,Adult,Male,No,839,Queenstown,17.09962733
Third,Adult,Male,No,840,Queenstown,38.73707777
Third,Adult,Male,No,841,Southhampton,38.53815911
Third,Adult,Male,No,842,Southhampton,53.50813419
Third,Adult,Male,No,843,Belfast,72.38540897
Third,Adult,Male,No,844,Queenstown,29.58527707
Third,Adult,Male,No,845,Southhampton,42.18718614
Third,Adult,Male,No,846,Cherbourg,93.74192946
Third,Adult,Male,No,847,Southhampton,56.61608948
Third,Adult,Male,No,848,Queenstown,27.98019152
Third,Adult,Male,No,849,Queenstown,31.52145098
Third,Adult,Male,No,850,Queenstown,20.28407979
Third,Adult,Male,No,851,Southhampton,48.3294104
Third,Adult,Male,No,852,Southhampton,18.73679434
Third,Adult,Male,No,853,Queenstown,31.595876
Third,Adult,Male,No,854,Southhampton,45.72074622
Third,Adult,Male,No,855,Southhampton,59.3654257
Third,Adult,Male,No,856,Southhampton,53.96764562
Third,Adult,Male,No,857,Southhampton,49.18789017
Third,Adult,Male,No,858,Cherbourg,87.41261116
Third,Adult,Male,No,859,Cherbourg,84.95754784
Third,Adult,Male,No,860,Belfast,79.03717153
Third,Adult,Male,No,861,Southhampton,49.93129447
Third,Adult,Male,No,862,Queenstown,32.48313546
Third,Adult,Male,No,863,Belfast,66.8783812
Third,Adult,Male,No,864,Belfast,69.64444299
Third,Adult,Male,No,865,Southhampton,48.1692623
Third,Adult,Male,No,866,Southhampton,62.11545466
Third,Adult,Male,No,867,Queenstown,33.91102888
Third,Adult,Male,No,868,Southhampton,66.56331302
Third,Adult,Male,No,869,Southhampton,48.31502545
Third,Adult,Male,No,870,Southhampton,58.23791057
Third,Adult,Male,No,871,Belfast,83.86176376
Third,Adult,Male,No,872,Queenstown,30.94166883
Third,Adult,Male,No,873,Queenstown,28.95376384
Third,Adult,Male,No,874,Cherbourg,52.94507214
Third,Adult,Male,No,875,Southhampton,61.17676977
Third,Adult,Male,No,876,Cherbourg,75.78227946
Third,Adult,Male,No,877,Queenstown,28.20784572
Third,Adult,Male,No,878,Southhampton,52.03494868
Third,Adult,Male,No,879,Southhampton,82.16966108
Third,Adult,Male,No,880,Queenstown,17.90816329
Third,Adult,Male,No,881,Southhampton,51.10732383
Third,Adult,Male,No,882,Southhampton,64.71199709
Third,Adult,Male,No,883,Queenstown,33.45288662
Third,Adult,Male,No,884,Queenstown,26.48843624
Third,Adult,Male,No,885,Southhampton,26.54777521
Third,Adult,Male,No,886,Southhampton,51.74413632
Third,Adult,Male,No,887,Southhampton,59.68094623
Third,Adult,Male,No,888,Queenstown,32.56781053
Third,Adult,Male,No,889,Southhampton,54.301244
Third,Adult,Male,No,890,Queenstown,23.31451963
Third,Adult,Male,No,891,Belfast,77.22489724
Third,Adult,Male,No,892,Queenstown,28.15049078
Third,Adult,Male,No,893,Southhampton,52.71984346
Third,Adult,Male,No,894,Queenstown,29.37275511
Third,Adult,Male,No,895,Southhampton,65.76779176
Third,Adult,Male,No,896,Queenstown,35.94249664
Third,Adult,Male,No,897,Southhampton,53.52257355
Third,Adult,Male,No,898,Queenstown,27.50605534
Third,Adult,Male,No,899,Southhampton,73.14279823
Third,Adult,Male,No,900,Queenstown,25.55072597
Third,Adult,Male,No,901,Southhampton,46.93189358
Third,Adult,Male,No,902,Southhampton,51.93950412
Third,Adult,Male,No,903,Queenstown,25.4757506
Third,Adult,Male,No,904,Cherbourg,87.6505449
Third,Adult,Male,No,905,Cherbourg,92.07359181
Third,Adult,Male,No,906,Southhampton,46.228435
Third,Adult,Male,No,907,Southhampton,52.73703419
Third,Adult,Male,No,908,Southhampton,34.3936653
Third,Adult,Male,No,909,Southhampton,44.43543866
Third,Adult,Male,No,910,Southhampton,57.01037655
Third,Adult,Male,No,911,Cherbourg,103.2325161
Third,Adult,Male,No,912,Southhampton,44.41104075
Third,Adult,Male,No,913,Queenstown,29.21469751
Third,Adult,Male,No,914,Queenstown,28.67971054
Third,Adult,Male,No,915,Queenstown,24.83740629
Third,Adult,Male,No,916,Queenstown,28.49208933
Third,Adult,Male,No,917,Belfast,79.062536
Third,Adult,Male,No,918,Southhampton,49.33658
Third,Adult,Male,No,919,Southhampton,57.92079744
Third,Adult,Male,No,920,Southhampton,47.61233486
Third,Adult,Male,No,921,Cherbourg,102.8221195
Third,Adult,Male,No,922,Belfast,84.96812799
Third,Adult,Male,No,923,Queenstown,31.64584505
Third,Adult,Male,No,924,Southhampton,51.44207909
Third,Adult,Male,No,925,Southhampton,44.62246633
Third,Adult,Male,No,926,Cherbourg,57.36098857
Third,Adult,Male,No,927,Southhampton,60.01133132
Third,Adult,Male,No,928,Queenstown,29.88744305
Third,Adult,Male,No,929,Cherbourg,97.47771156
Third,Adult,Male,No,930,Queenstown,25.94196496
Third,Adult,Male,No,931,Belfast,80.2306408
Third,Adult,Male,No,932,Queenstown,28.23033685
Third,Adult,Male,No,933,Southhampton,17.95525683
Third,Adult,Male,No,934,Belfast,52.88965613
Third,Adult,Male,No,935,Queenstown,26.44727973
Third,Adult,Male,No,936,Queenstown,28.65762092
Third,Adult,Male,No,937,Queenstown,18.79902052
Third,Adult,Male,No,938,Southhampton,58.26153124
Third,Adult,Male,No,939,Southhampton,37.29814851
Third,Adult,Male,No,940,Cherbourg,84.32076359
Third,Adult,Male,No,941,Belfast,101.4689608
Third,Adult,Male,No,942,Cherbourg,71.68248363
Third,Adult,Male,No,943,Queenstown,32.34249934
Third,Adult,Male,No,944,Southhampton,45.66273797
Third,Adult,Male,No,945,Queenstown,29.81921316
Third,Adult,Male,No,946,Belfast,73.77533546
Third,Adult,Male,No,947,Southhampton,40.51049365
Third,Adult,Male,No,948,Southhampton,37.96147707
Third,Adult,Male,No,949,Queenstown,25.3843691
Third,Adult,Male,No,950,Queenstown,26.96217059
Third,Adult,Male,No,951,Southhampton,52.48724674
Third,Adult,Male,No,952,Southhampton,72.72642773
Third,Adult,Male,No,953,Queenstown,30.94735097
Third,Adult,Male,No,954,Southhampton,46.60127563
Third,Adult,Male,No,955,Cherbourg,73.34390317
Third,Adult,Male,No,956,Cherbourg,82.29547921
Third,Adult,Male,No,957,Queenstown,37.89371375
Third,Adult,Male,No,958,Southhampton,55.34218695
Third,Adult,Male,No,959,Southhampton,57.6800457
Third,Adult,Male,No,960,Southhampton,52.62803835
Third,Adult,Male,No,961,Southhampton,45.87117117
Third,Adult,Male,No,962,Southhampton,45.00812313
Third,Adult,Male,No,963,Queenstown,28.94478942
Third,Adult,Male,No,964,Belfast,86.37848156
Third,Adult,Male,No,965,Belfast,74.74762499
Third,Adult,Male,No,966,Southhampton,48.11962753
Third,Adult,Male,No,967,Southhampton,46.9654975
Third,Adult,Male,No,968,Southhampton,70.58013189
Third,Adult,Male,No,969,Southhampton,51.01485231
Third,Adult,Male,No,970,Southhampton,45.15590407
Third,Adult,Male,No,971,Queenstown,28.01747693
Third,Adult,Male,No,972,Southhampton,41.65977879
Third,Adult,Male,No,973,Southhampton,51.01118897
Third,Adult,Male,No,974,Queenstown,28.1869162
Third,Adult,Male,No,975,Southhampton,52.4462512
Third,Adult,Male,No,976,Queenstown,29.16147076
Third,Adult,Male,No,977,Queenstown,25.86946682
Third,Adult,Male,No,978,Southhampton,53.67629242
Third,Adult,Male,No,979,Queenstown,25.69256264
Third,Adult,Male,No,980,Queenstown,29.54497664
Third,Adult,Male,No,981,Southhampton,50.3115003
Third,Adult,Male,No,982,Southhampton,52.3701232
Third,Adult,Male,No,983,Queenstown,25.63550463
Third,Adult,Male,No,984,Southhampton,44.88155615
Third,Adult,Male,No,985,Southhampton,51.65252532
Third,Adult,Male,No,986,Southhampton,40.79627421
Third,Adult,Male,No,987,Cherbourg,85.59346672
Third,Adult,Male,No,988,Belfast,86.24764399
Third,Adult,Male,No,989,Southhampton,35.99146908
Third,Adult,Male,No,990,Southhampton,42.87651338
Third,Adult,Male,No,991,Queenstown,37.74592799
Third,Adult,Male,No,992,Southhampton,55.49167876
Third,Adult,Male,No,993,Southhampton,46.1933375
Third,Adult,Male,No,994,Southhampton,81.49580228
Third,Adult,Male,No,995,Southhampton,64.77835705
Third,Adult,Male,No,996,Southhampton,28.47130576
Third,Adult,Male,No,997,Queenstown,31.65163558
Third,Adult,Male,No,998,Southhampton,51.97795049
Third,Adult,Male,No,999,Southhampton,63.02351034
Third,Adult,Male,No,1000,Belfast,83.73746627
Third,Adult,Male,No,1001,Southhampton,51.50383144
Third,Adult,Male,No,1002,Southhampton,56.00403504
Third,Adult,Male,No,1003,Southhampton,32.97148288
Third,Adult,Male,No,1004,Cherbourg,76.35476062
Third,Adult,Male,No,1005,Belfast,90.6016342
Third,Adult,Male,No,1006,Cherbourg,71.33487412
Third,Adult,Male,No,1007,Southhampton,38.61739204
Third,Adult,Male,No,1008,Southhampton,66.92265025
Third,Adult,Male,No,1009,Southhampton,48.26049163
Third,Adult,Male,No,1010,Southhampton,50.95663342
Third,Adult,Male,No,1011,Southhampton,49.30374695
Third,Adult,Male,No,1012,Queenstown,31.85838748
Third,Adult,Male,No,1013,Southhampton,57.52785256
Third,Adult,Male,No,1014,Southhampton,56.04331315
Third,Adult,Male,No,1015,Southhampton,22.564185
Third,Adult,Male,No,1016,Southhampton,45.44294033
Third,Adult,Male,No,1017,Southhampton,60.37824634
Third,Adult,Male,No,1018,Queenstown,28.76991244
Third,Adult,Male,No,1019,Southhampton,55.90719271
Third,Adult,Male,No,1020,Southhampton,56.59257982
Third,Adult,Male,No,1021,Belfast,91.3770577
Third,Adult,Male,No,1022,Southhampton,53.17809795
Third,Adult,Male,No,1023,Queenstown,26.33140145
Third,Adult,Male,No,1024,Cherbourg,85.35313609
Third,Adult,Male,No,1025,Queenstown,32.1356866
Third,Adult,Male,No,1026,Southhampton,46.39398002
Third,Adult,Male,No,1027,Southhampton,51.94820365
Third,Adult,Male,No,1028,Southhampton,47.62863136
Third,Adult,Male,No,1029,Cherbourg,71.76751139
Third,Adult,Male,No,1030,Southhampton,79.50057434
Third,Adult,Male,No,1031,Southhampton,55.05496084
Third,Adult,Male,No,1032,Queenstown,30.51253772
Third,Adult,Male,No,1033,Queenstown,30.58167974
Third,Adult,Male,No,1034,Queenstown,30.4717248
Third,Adult,Male,No,1035,Southhampton,48.86020549
Third,Adult,Male,No,1036,Queenstown,31.80572243
Third,Adult,Male,No,1037,Queenstown,34.61895837
Third,Adult,Male,No,1038,Queenstown,32.12507306
Third,Adult,Male,No,1039,Belfast,68.13592485
Third,Adult,Male,No,1040,Southhampton,43.48526295
Third,Adult,Male,No,1041,Belfast,56.58127211
Third,Adult,Male,No,1042,Southhampton,49.13783982
Third,Adult,Male,No,1043,Southhampton,38.1244664
Third,Adult,Male,No,1044,Southhampton,71.98074797
Third,Adult,Male,No,1045,Queenstown,41.94894302
Third,Adult,Male,No,1046,Southhampton,40.22304618
Third,Adult,Male,No,1047,Southhampton,48.20084298
Third,Adult,Male,No,1048,Queenstown,32.31968637
Third,Adult,Male,No,1049,Southhampton,40.77362693
Third,Adult,Male,No,1050,Queenstown,27.99415451
Third,Adult,Male,No,1051,Southhampton,56.92511284
Third,Adult,Male,No,1052,Cherbourg,79.77312628
Third,Adult,Male,No,1053,Southhampton,51.7320415
Third,Adult,Male,No,1054,Southhampton,66.34354353
Third,Adult,Male,No,1055,Belfast,69.14898378
